订单编号,下单时间,pay_time,商品编码,商品名称,品类,quantity,unit_price,total_amount,discount_amount,actual_pay_amount,订单状态,buyer_province,是否新客,优惠券名称
微20250727023870,2025-07-27 21:19:00,2025-07-27 21:19:00,SKU_食_018,食品商品36,食品,1,63.35,63.35,0.32,63.03,已完成,山东,True,
微20250727023871,2025-07-27 20:34:00,2025-07-27 20:34:00,SKU_食_014,食品商品36,食品,1,58.49,58.49,6.38,52.11,已完成,四川,False,新人首单立减20
微20250727023872,2025-07-27 09:01:00,2025-07-27 09:01:00,SKU_食_010,食品商品39,食品,1,48.49,48.49,0.57,47.92,已完成,上海,False,
微20250727023873,2025-07-27 13:09:00,2025-07-27 13:09:00,SKU_食_014,食品商品40,食品,3,56.15,168.45,24.58,143.87,已完成,北京,False,满200减30
微20250727023874,2025-07-27 17:56:00,2025-07-27 17:56:00,SKU_食_018,食品商品31,食品,3,56.17,168.51,19.77,148.74,已完成,湖北,False,
微20250727023875,2025-07-27 15:15:00,2025-07-27 15:15:00,SKU_食_004,食品商品10,食品,3,52.71,158.13,19.02,139.11,待发货,浙江,False,
微20250727023876,2025-07-27 10:42:00,2025-07-27 10:42:00,SKU_食_018,食品商品40,食品,2,65.37,130.74,2.63,128.11,已完成,上海,False,满200减30
微20250727023877,2025-07-27 15:48:00,2025-07-27 15:48:00,SKU_食_010,食品商品8,食品,1,54.27,54.27,2.51,51.76,已完成,湖北,False,
微20250727023878,2025-07-27 09:55:00,,SKU_食_006,食品商品36,食品,3,59.04,177.12,5.38,171.74,已取消,广东,False,
微20250727023879,2025-07-27 20:47:00,2025-07-27 20:47:00,SKU_食_016,食品商品21,食品,1,58.11,58.11,4.16,53.95,已完成,江苏,True,
微20250727023880,2025-07-27 11:30:00,2025-07-27 11:30:00,SKU_食_007,食品商品18,食品,2,61.4,122.8,8.05,114.75,已完成,上海,False,新人首单立减20
微20250727023881,2025-07-27 21:07:00,2025-07-27 21:07:00,SKU_食_011,食品商品34,食品,1,59.1,59.1,2.51,56.59,已完成,江苏,False,
微20250727023882,2025-07-27 11:50:00,2025-07-27 11:50:00,SKU_食_013,食品商品36,食品,2,58.1,116.2,11.18,105.02,已完成,浙江,False,
微20250727023883,2025-07-27 15:06:00,2025-07-27 15:06:00,SKU_食_003,食品商品43,食品,1,53.21,53.21,2.28,50.93,已完成,江苏,False,
微20250727023884,2025-07-27 15:57:00,2025-07-27 15:57:00,SKU_食_010,食品商品26,食品,2,60.71,121.42,9.63,111.79,已完成,北京,False,满200减30
微20250727023885,2025-07-27 22:44:00,,SKU_食_013,食品商品30,食品,1,63.37,63.37,4.71,58.66,已取消,江苏,False,
微20250727023886,2025-07-27 08:09:00,,SKU_食_006,食品商品7,食品,1,54.59,54.59,3.78,50.81,已取消,四川,False,
微20250727023887,2025-07-27 11:49:00,2025-07-27 11:49:00,SKU_食_001,食品商品9,食品,1,58.22,58.22,3.77,54.45,已完成,上海,False,品类优惠券
微20250727023888,2025-07-27 11:52:00,2025-07-27 11:52:00,SKU_食_019,食品商品35,食品,3,55.65,166.95,3.69,163.26,已完成,山东,False,
微20250727023889,2025-07-27 09:24:00,,SKU_食_013,食品商品38,食品,1,52.72,52.72,5.6,47.12,已取消,江苏,False,满200减30
微20250727023890,2025-07-27 12:51:00,2025-07-27 12:51:00,SKU_食_002,食品商品31,食品,2,53.91,107.82,10.11,97.71,已完成,山东,False,品类优惠券
微20250727023891,2025-07-27 18:09:00,2025-07-27 18:09:00,SKU_食_005,食品商品15,食品,2,48.5,97.0,8.84,88.16,已完成,湖北,False,
微20250727023892,2025-07-27 13:35:00,2025-07-27 13:35:00,SKU_食_002,食品商品44,食品,3,58.83,176.49,2.53,173.96,已完成,四川,False,
微20250727023893,2025-07-27 21:42:00,2025-07-27 21:42:00,SKU_电_009,电子商品16,电子,1,304.96,304.96,1.86,303.1,已完成,湖北,False,满200减30
微20250727023894,2025-07-27 11:23:00,2025-07-27 11:23:00,SKU_电_013,电子商品36,电子,2,327.58,655.16,73.18,581.98,已完成,江苏,False,
微20250727023895,2025-07-27 08:16:00,2025-07-27 08:16:00,SKU_电_013,电子商品23,电子,1,288.0,288.0,4.05,283.95,已完成,广东,False,新人首单立减20
微20250727023896,2025-07-27 16:53:00,2025-07-27 16:53:00,SKU_电_002,电子商品7,电子,1,321.19,321.19,11.87,309.32,已完成,北京,False,品类优惠券
微20250727023897,2025-07-27 10:42:00,2025-07-27 10:42:00,SKU_电_012,电子商品31,电子,2,273.69,547.38,5.51,541.87,已完成,山东,False,满200减30
微20250727023898,2025-07-27 16:16:00,2025-07-27 16:16:00,SKU_电_012,电子商品39,电子,1,283.33,283.33,31.81,251.52,已完成,四川,False,
微20250727023899,2025-07-27 17:58:00,,SKU_电_008,电子商品44,电子,1,310.19,310.19,15.31,294.88,已取消,江苏,False,
微20250727023900,2025-07-27 10:23:00,2025-07-27 10:23:00,SKU_电_007,电子商品16,电子,3,317.23,951.69,19.7,931.99,已完成,四川,False,满200减30
微20250727023901,2025-07-27 10:57:00,2025-07-27 10:57:00,SKU_电_003,电子商品27,电子,2,324.08,648.16,65.11,583.05,已完成,浙江,False,
微20250727023902,2025-07-27 18:21:00,2025-07-27 18:21:00,SKU_电_017,电子商品49,电子,2,364.56,729.12,84.96,644.16,已完成,浙江,False,
微20250727023903,2025-07-27 15:00:00,2025-07-27 15:00:00,SKU_服_015,服装商品47,服装,2,139.28,278.56,5.41,273.15,已完成,江苏,False,
微20250727023904,2025-07-27 19:17:00,,SKU_服_010,服装商品41,服装,2,167.24,334.48,16.17,318.31,已取消,浙江,False,
微20250727023905,2025-07-27 21:29:00,2025-07-27 21:29:00,SKU_服_004,服装商品9,服装,1,175.72,175.72,15.67,160.05,已完成,上海,False,新人首单立减20
微20250727023906,2025-07-27 13:05:00,2025-07-27 13:05:00,SKU_服_010,服装商品39,服装,1,146.25,146.25,15.21,131.04,已完成,浙江,False,品类优惠券
微20250727023907,2025-07-27 19:35:00,2025-07-27 19:35:00,SKU_服_011,服装商品40,服装,2,169.37,338.74,47.68,291.06,已完成,四川,False,
微20250727023908,2025-07-27 18:57:00,,SKU_服_002,服装商品38,服装,2,201.0,402.0,23.76,378.24,已取消,广东,False,
微20250727023909,2025-07-27 20:29:00,2025-07-27 20:29:00,SKU_服_016,服装商品17,服装,1,164.37,164.37,18.51,145.86,已完成,上海,False,
微20250727023910,2025-07-27 18:49:00,2025-07-27 18:49:00,SKU_服_005,服装商品42,服装,1,183.58,183.58,9.06,174.52,已完成,湖北,False,满200减30
微20250727023911,2025-07-27 15:54:00,,SKU_服_012,服装商品44,服装,2,168.98,337.96,21.06,316.9,已取消,湖北,False,
微20250727023912,2025-07-27 08:37:00,2025-07-27 08:37:00,SKU_服_013,服装商品37,服装,3,168.65,505.95,31.21,474.74,待发货,广东,False,
微20250727023913,2025-07-27 08:53:00,2025-07-27 08:53:00,SKU_服_010,服装商品46,服装,1,157.97,157.97,9.71,148.26,已完成,北京,False,
微20250727023914,2025-07-27 10:20:00,2025-07-27 10:20:00,SKU_服_013,服装商品8,服装,2,162.74,325.48,29.98,295.5,已完成,湖北,False,
微20250727023915,2025-07-27 18:18:00,2025-07-27 18:18:00,SKU_服_006,服装商品37,服装,1,150.86,150.86,5.0,145.86,已完成,上海,False,
微20250727023916,2025-07-27 17:02:00,2025-07-27 17:02:00,SKU_服_003,服装商品48,服装,1,153.93,153.93,1.73,152.2,已完成,广东,False,
微20250727023917,2025-07-27 16:55:00,2025-07-27 16:55:00,SKU_服_009,服装商品23,服装,2,144.9,289.8,42.74,247.06,已完成,湖北,False,
微20250727023918,2025-07-27 13:04:00,2025-07-27 13:04:00,SKU_服_001,服装商品13,服装,1,186.24,186.24,19.87,166.37,已完成,上海,False,品类优惠券
微20250727023919,2025-07-27 15:51:00,,SKU_服_012,服装商品13,服装,1,160.41,160.41,12.97,147.44,已取消,浙江,False,
微20250727023920,2025-07-27 22:05:00,2025-07-27 22:05:00,SKU_服_005,服装商品44,服装,2,160.49,320.98,38.24,282.74,已完成,广东,False,
微20250727023921,2025-07-27 12:54:00,2025-07-27 12:54:00,SKU_服_004,服装商品45,服装,1,156.02,156.02,9.27,146.75,已完成,广东,False,新人首单立减20
微20250728024717,2025-07-28 14:31:00,2025-07-28 14:31:00,SKU_美_009,美妆商品23,美妆,1,147.55,147.55,14.95,132.6,已完成,四川,False,
微20250728024718,2025-07-28 15:56:00,2025-07-28 15:56:00,SKU_美_003,美妆商品45,美妆,2,148.68,297.36,12.96,284.4,待发货,上海,False,
微20250728024719,2025-07-28 15:06:00,2025-07-28 15:06:00,SKU_美_008,美妆商品30,美妆,2,139.5,279.0,9.75,269.25,已完成,浙江,False,
微20250728024720,2025-07-28 15:40:00,,SKU_美_007,美妆商品27,美妆,1,134.81,134.81,15.16,119.65,已取消,湖北,False,满200减30
微20250728024721,2025-07-28 12:55:00,,SKU_美_019,美妆商品45,美妆,2,133.17,266.34,30.22,236.12,已取消,四川,False,
微20250728024722,2025-07-28 18:45:00,2025-07-28 18:45:00,SKU_美_004,美妆商品38,美妆,3,135.82,407.46,15.74,391.72,已完成,江苏,False,满200减30
微20250728024723,2025-07-28 18:34:00,2025-07-28 18:34:00,SKU_美_007,美妆商品4,美妆,2,131.39,262.78,24.35,238.43,已完成,北京,False,品类优惠券
微20250728024724,2025-07-28 20:28:00,2025-07-28 20:28:00,SKU_美_011,美妆商品36,美妆,1,145.21,145.21,11.62,133.59,已完成,江苏,False,
微20250728024725,2025-07-28 11:14:00,,SKU_美_003,美妆商品17,美妆,1,116.74,116.74,1.42,115.32,已取消,上海,False,
微20250728024726,2025-07-28 17:44:00,2025-07-28 17:44:00,SKU_美_010,美妆商品22,美妆,1,136.52,136.52,17.62,118.9,已完成,山东,False,满200减30
微20250728024727,2025-07-28 10:45:00,2025-07-28 10:45:00,SKU_美_001,美妆商品11,美妆,2,150.34,300.68,44.37,256.31,已完成,浙江,False,
微20250728024728,2025-07-28 19:38:00,2025-07-28 19:38:00,SKU_美_019,美妆商品8,美妆,1,132.21,132.21,1.0,131.21,已完成,北京,False,品类优惠券
微20250728024729,2025-07-28 13:58:00,2025-07-28 13:58:00,SKU_美_004,美妆商品35,美妆,3,140.45,421.35,4.24,417.11,已完成,广东,False,满200减30
微20250728024730,2025-07-28 22:48:00,2025-07-28 22:48:00,SKU_美_004,美妆商品49,美妆,1,143.47,143.47,18.14,125.33,待发货,山东,False,
微20250728024731,2025-07-28 08:38:00,,SKU_美_012,美妆商品46,美妆,1,172.1,172.1,0.23,171.87,已取消,湖北,False,
微20250728024732,2025-07-28 17:28:00,2025-07-28 17:28:00,SKU_美_008,美妆商品18,美妆,1,117.6,117.6,17.49,100.11,已完成,北京,False,
微20250728024733,2025-07-28 14:43:00,2025-07-28 14:43:00,SKU_美_009,美妆商品28,美妆,1,140.21,140.21,20.57,119.64,已完成,浙江,False,
微20250728024734,2025-07-28 21:24:00,2025-07-28 21:24:00,SKU_美_013,美妆商品6,美妆,2,131.05,262.1,16.82,245.28,待发货,浙江,False,
微20250728024735,2025-07-28 13:17:00,2025-07-28 13:17:00,SKU_美_007,美妆商品48,美妆,1,129.59,129.59,5.98,123.61,已完成,上海,False,新人首单立减20
微20250728024736,2025-07-28 10:41:00,,SKU_美_015,美妆商品31,美妆,2,118.51,237.02,16.65,220.37,已取消,四川,False,
微20250728024737,2025-07-28 14:09:00,2025-07-28 14:09:00,SKU_美_016,美妆商品37,美妆,1,158.72,158.72,15.11,143.61,已完成,山东,False,满200减30
微20250728024738,2025-07-28 20:13:00,2025-07-28 20:13:00,SKU_美_018,美妆商品10,美妆,2,128.67,257.34,9.97,247.37,已完成,四川,True,
微20250728024739,2025-07-28 09:13:00,2025-07-28 09:13:00,SKU_美_012,美妆商品39,美妆,2,138.71,277.42,25.03,252.39,已完成,四川,False,
微20250728024740,2025-07-28 19:45:00,2025-07-28 19:45:00,SKU_美_007,美妆商品4,美妆,1,141.72,141.72,4.06,137.66,已完成,江苏,False,满200减30
微20250728024741,2025-07-28 10:26:00,2025-07-28 10:26:00,SKU_美_014,美妆商品49,美妆,3,144.44,433.32,5.98,427.34,已完成,山东,False,满200减30
微20250728024742,2025-07-28 15:10:00,2025-07-28 15:10:00,SKU_美_006,美妆商品33,美妆,1,132.32,132.32,15.82,116.5,已完成,浙江,False,品类优惠券
微20250728024743,2025-07-28 19:00:00,2025-07-28 19:00:00,SKU_美_005,美妆商品25,美妆,1,136.51,136.51,13.67,122.84,已完成,浙江,False,
微20250728024744,2025-07-28 10:23:00,2025-07-28 10:23:00,SKU_美_014,美妆商品27,美妆,2,126.29,252.58,19.5,233.08,已完成,四川,False,
微20250728024745,2025-07-28 14:48:00,2025-07-28 14:48:00,SKU_美_016,美妆商品37,美妆,2,161.65,323.3,30.36,292.94,已完成,江苏,False,
微20250728024746,2025-07-28 20:55:00,2025-07-28 20:55:00,SKU_美_017,美妆商品2,美妆,1,144.99,144.99,4.81,140.18,已完成,山东,False,
微20250728024747,2025-07-28 12:00:00,2025-07-28 12:00:00,SKU_美_009,美妆商品9,美妆,1,140.54,140.54,2.77,137.77,待发货,湖北,False,
微20250728024748,2025-07-28 21:22:00,2025-07-28 21:22:00,SKU_美_012,美妆商品5,美妆,2,158.65,317.3,27.57,289.73,已完成,北京,False,
微20250728024749,2025-07-28 08:22:00,2025-07-28 08:22:00,SKU_美_008,美妆商品42,美妆,2,132.36,264.72,24.84,239.88,已完成,山东,False,满200减30
微20250728024750,2025-07-28 20:28:00,2025-07-28 20:28:00,SKU_美_005,美妆商品16,美妆,1,130.7,130.7,3.53,127.17,已完成,北京,False,满200减30
微20250728024751,2025-07-28 14:11:00,2025-07-28 14:11:00,SKU_美_006,美妆商品34,美妆,1,115.94,115.94,6.63,109.31,已完成,广东,False,品类优惠券
微20250728024752,2025-07-28 20:03:00,2025-07-28 20:03:00,SKU_美_009,美妆商品2,美妆,1,142.97,142.97,6.76,136.21,已完成,北京,False,品类优惠券
微20250728024753,2025-07-28 21:50:00,2025-07-28 21:50:00,SKU_美_007,美妆商品30,美妆,3,129.82,389.46,24.4,365.06,已完成,湖北,False,
微20250728024754,2025-07-28 12:42:00,2025-07-28 12:42:00,SKU_美_010,美妆商品35,美妆,1,144.36,144.36,1.07,143.29,已完成,北京,False,品类优惠券
微20250728024755,2025-07-28 12:09:00,2025-07-28 12:09:00,SKU_美_011,美妆商品10,美妆,1,122.84,122.84,17.1,105.74,已完成,上海,False,
微20250728024756,2025-07-28 22:44:00,2025-07-28 22:44:00,SKU_美_014,美妆商品19,美妆,1,141.47,141.47,14.73,126.74,已完成,上海,False,
微20250728024757,2025-07-28 11:56:00,2025-07-28 11:56:00,SKU_食_018,食品商品28,食品,1,56.87,56.87,1.74,55.13,已完成,浙江,False,
微20250728024758,2025-07-28 15:41:00,2025-07-28 15:41:00,SKU_食_015,食品商品19,食品,3,63.58,190.74,20.58,170.16,已完成,江苏,False,满200减30
微20250728024759,2025-07-28 22:29:00,2025-07-28 22:29:00,SKU_食_013,食品商品11,食品,3,54.03,162.09,1.71,160.38,已完成,四川,False,品类优惠券
微20250728024760,2025-07-28 10:14:00,2025-07-28 10:14:00,SKU_食_012,食品商品11,食品,1,57.94,57.94,2.84,55.1,待发货,上海,True,新人首单立减20
微20250728024761,2025-07-28 10:50:00,2025-07-28 10:50:00,SKU_食_007,食品商品12,食品,3,60.01,180.03,17.96,162.07,已完成,江苏,False,
微20250728024762,2025-07-28 11:15:00,2025-07-28 11:15:00,SKU_食_008,食品商品20,食品,1,55.91,55.91,7.36,48.55,待发货,浙江,False,品类优惠券
微20250728024763,2025-07-28 17:58:00,2025-07-28 17:58:00,SKU_食_016,食品商品9,食品,2,61.3,122.6,9.82,112.78,已完成,四川,False,
微20250728024764,2025-07-28 17:44:00,2025-07-28 17:44:00,SKU_食_016,食品商品14,食品,2,51.93,103.86,11.65,92.21,已完成,上海,False,满200减30
微20250728024765,2025-07-28 14:51:00,2025-07-28 14:51:00,SKU_食_012,食品商品45,食品,2,57.25,114.5,11.06,103.44,已完成,上海,False,
微20250728024766,2025-07-28 14:42:00,2025-07-28 14:42:00,SKU_食_011,食品商品16,食品,3,45.35,136.05,18.8,117.25,已完成,江苏,False,满200减30
微20250728024767,2025-07-28 15:27:00,2025-07-28 15:27:00,SKU_食_015,食品商品7,食品,2,55.26,110.52,14.19,96.33,已完成,山东,False,满200减30
微20250728024768,2025-07-28 15:03:00,2025-07-28 15:03:00,SKU_食_002,食品商品12,食品,1,59.54,59.54,3.13,56.41,已完成,山东,False,满200减30
微20250728024769,2025-07-28 11:21:00,2025-07-28 11:21:00,SKU_食_013,食品商品31,食品,1,63.7,63.7,3.25,60.45,已完成,广东,False,
微20250728024770,2025-07-28 13:30:00,2025-07-28 13:30:00,SKU_食_010,食品商品5,食品,1,63.56,63.56,6.14,57.42,已完成,四川,False,新人首单立减20
微20250728024771,2025-07-28 18:14:00,2025-07-28 18:14:00,SKU_食_012,食品商品4,食品,1,63.71,63.71,8.5,55.21,已完成,上海,False,满200减30
微20250728024772,2025-07-28 16:21:00,,SKU_食_014,食品商品23,食品,2,55.77,111.54,5.04,106.5,已取消,浙江,False,
微20250728024773,2025-07-28 09:01:00,2025-07-28 09:01:00,SKU_食_002,食品商品26,食品,2,54.52,109.04,2.27,106.77,已完成,江苏,False,新人首单立减20
微20250728024774,2025-07-28 21:00:00,2025-07-28 21:00:00,SKU_食_011,食品商品38,食品,1,57.75,57.75,3.43,54.32,已完成,上海,False,新人首单立减20
微20250728024775,2025-07-28 12:05:00,2025-07-28 12:05:00,SKU_食_011,食品商品5,食品,1,65.52,65.52,3.2,62.32,已完成,广东,False,新人首单立减20
微20250728024776,2025-07-28 22:43:00,2025-07-28 22:43:00,SKU_食_002,食品商品35,食品,1,61.8,61.8,3.74,58.06,已完成,上海,False,
微20250728024777,2025-07-28 17:01:00,2025-07-28 17:01:00,SKU_食_009,食品商品34,食品,1,73.67,73.67,6.07,67.6,已完成,上海,False,新人首单立减20
微20250728024778,2025-07-28 15:16:00,2025-07-28 15:16:00,SKU_食_019,食品商品34,食品,2,52.01,104.02,11.29,92.73,已完成,四川,False,新人首单立减20
微20250728024779,2025-07-28 12:55:00,2025-07-28 12:55:00,SKU_食_012,食品商品4,食品,1,57.84,57.84,3.8,54.04,已完成,广东,False,
微20250728024780,2025-07-28 12:54:00,2025-07-28 12:54:00,SKU_食_009,食品商品48,食品,2,57.45,114.9,1.11,113.79,待发货,北京,False,
微20250728024781,2025-07-28 11:14:00,2025-07-28 11:14:00,SKU_食_007,食品商品41,食品,1,67.64,67.64,5.12,62.52,待发货,北京,False,品类优惠券
微20250728024782,2025-07-28 08:33:00,2025-07-28 08:33:00,SKU_食_002,食品商品22,食品,2,64.88,129.76,4.23,125.53,已完成,江苏,False,品类优惠券
微20250728024783,2025-07-28 14:04:00,2025-07-28 14:04:00,SKU_食_014,食品商品8,食品,1,55.34,55.34,1.65,53.69,已完成,上海,False,
微20250728024784,2025-07-28 10:14:00,2025-07-28 10:14:00,SKU_食_017,食品商品9,食品,2,62.01,124.02,17.9,106.12,已完成,江苏,False,新人首单立减20
微20250728024785,2025-07-28 18:45:00,2025-07-28 18:45:00,SKU_食_014,食品商品19,食品,1,50.89,50.89,0.85,50.04,已完成,北京,False,满200减30
微20250728024786,2025-07-28 17:45:00,2025-07-28 17:45:00,SKU_食_010,食品商品16,食品,2,51.3,102.6,9.12,93.48,已完成,浙江,False,
微20250728024787,2025-07-28 13:39:00,2025-07-28 13:39:00,SKU_食_005,食品商品29,食品,3,53.72,161.16,3.18,157.98,已完成,江苏,False,满200减30
微20250728024788,2025-07-28 22:18:00,2025-07-28 22:18:00,SKU_食_016,食品商品30,食品,1,58.21,58.21,3.04,55.17,已完成,上海,False,品类优惠券
微20250728024789,2025-07-28 15:34:00,2025-07-28 15:34:00,SKU_食_006,食品商品23,食品,1,62.25,62.25,4.36,57.89,已完成,山东,False,满200减30
微20250728024790,2025-07-28 12:43:00,2025-07-28 12:43:00,SKU_食_014,食品商品15,食品,1,58.92,58.92,4.66,54.26,已完成,广东,False,满200减30
微20250728024791,2025-07-28 08:13:00,2025-07-28 08:13:00,SKU_食_013,食品商品5,食品,2,64.44,128.88,18.19,110.69,已完成,江苏,False,
微20250728024792,2025-07-28 21:06:00,2025-07-28 21:06:00,SKU_食_013,食品商品29,食品,3,63.96,191.88,8.04,183.84,已完成,山东,False,品类优惠券
微20250728024793,2025-07-28 14:47:00,2025-07-28 14:47:00,SKU_电_014,电子商品28,电子,1,326.75,326.75,47.59,279.16,待发货,江苏,False,满200减30
微20250728024794,2025-07-28 21:54:00,2025-07-28 21:54:00,SKU_电_017,电子商品5,电子,3,325.0,975.0,65.56,909.44,已完成,山东,False,
微20250728024795,2025-07-28 08:14:00,2025-07-28 08:14:00,SKU_电_012,电子商品5,电子,3,290.69,872.07,117.3,754.77,待发货,北京,False,品类优惠券
微20250728024796,2025-07-28 13:48:00,2025-07-28 13:48:00,SKU_电_008,电子商品6,电子,1,351.1,351.1,10.84,340.26,已完成,江苏,False,
微20250728024797,2025-07-28 18:34:00,2025-07-28 18:34:00,SKU_电_005,电子商品14,电子,1,354.15,354.15,9.2,344.95,已完成,浙江,False,品类优惠券
微20250728024798,2025-07-28 21:01:00,2025-07-28 21:01:00,SKU_电_017,电子商品32,电子,1,301.68,301.68,38.56,263.12,已完成,湖北,False,新人首单立减20
微20250728024799,2025-07-28 19:19:00,2025-07-28 19:19:00,SKU_电_017,电子商品46,电子,1,324.35,324.35,32.31,292.04,已完成,广东,False,满200减30
微20250728024800,2025-07-28 08:37:00,,SKU_电_017,电子商品10,电子,2,360.81,721.62,79.03,642.59,已取消,江苏,False,
微20250728024801,2025-07-28 16:39:00,2025-07-28 16:39:00,SKU_电_006,电子商品28,电子,1,347.07,347.07,15.83,331.24,已完成,四川,False,新人首单立减20
微20250728024802,2025-07-28 13:08:00,2025-07-28 13:08:00,SKU_电_006,电子商品46,电子,2,366.38,732.76,34.97,697.79,已完成,北京,False,
微20250728024803,2025-07-28 10:30:00,2025-07-28 10:30:00,SKU_服_006,服装商品34,服装,1,174.58,174.58,20.06,154.52,已完成,四川,False,新人首单立减20
微20250728024804,2025-07-28 16:52:00,2025-07-28 16:52:00,SKU_服_001,服装商品44,服装,3,158.68,476.04,8.81,467.23,已完成,上海,False,品类优惠券
微20250728024805,2025-07-28 15:26:00,2025-07-28 15:26:00,SKU_服_014,服装商品7,服装,3,188.16,564.48,57.91,506.57,已完成,北京,False,满200减30
微20250728024806,2025-07-28 17:14:00,2025-07-28 17:14:00,SKU_服_001,服装商品32,服装,1,183.67,183.67,16.03,167.64,已完成,山东,False,
微20250728024807,2025-07-28 21:54:00,2025-07-28 21:54:00,SKU_服_001,服装商品17,服装,2,165.39,330.78,43.93,286.85,已完成,江苏,False,新人首单立减20
微20250728024808,2025-07-28 14:54:00,2025-07-28 14:54:00,SKU_服_011,服装商品16,服装,2,163.38,326.76,2.8,323.96,待发货,上海,True,
微20250728024809,2025-07-28 11:25:00,2025-07-28 11:25:00,SKU_服_001,服装商品15,服装,1,156.34,156.34,16.24,140.1,已完成,湖北,False,品类优惠券
微20250728024810,2025-07-28 13:16:00,2025-07-28 13:16:00,SKU_服_013,服装商品48,服装,1,177.09,177.09,3.87,173.22,已完成,广东,False,品类优惠券
微20250728024811,2025-07-28 17:53:00,2025-07-28 17:53:00,SKU_服_011,服装商品38,服装,2,154.99,309.98,35.24,274.74,已完成,四川,False,
微20250728024812,2025-07-28 16:31:00,2025-07-28 16:31:00,SKU_服_006,服装商品13,服装,2,192.37,384.74,55.93,328.81,已完成,湖北,False,
微20250728024813,2025-07-28 13:42:00,,SKU_服_007,服装商品39,服装,2,142.13,284.26,25.59,258.67,已取消,山东,False,满200减30
微20250728024814,2025-07-28 08:13:00,2025-07-28 08:13:00,SKU_服_012,服装商品46,服装,1,175.27,175.27,10.11,165.16,已完成,四川,False,
微20250728024815,2025-07-28 18:05:00,2025-07-28 18:05:00,SKU_服_010,服装商品44,服装,3,177.96,533.88,17.72,516.16,已完成,广东,False,满200减30
微20250728024816,2025-07-28 16:03:00,2025-07-28 16:03:00,SKU_服_003,服装商品7,服装,1,166.52,166.52,4.82,161.7,已完成,浙江,False,
微20250728024817,2025-07-28 22:17:00,2025-07-28 22:17:00,SKU_服_012,服装商品13,服装,2,168.04,336.08,42.8,293.28,已完成,江苏,False,
微20250728024818,2025-07-28 11:56:00,2025-07-28 11:56:00,SKU_服_016,服装商品30,服装,1,173.57,173.57,0.41,173.16,已完成,江苏,False,
微20250728024819,2025-07-28 10:29:00,2025-07-28 10:29:00,SKU_服_009,服装商品47,服装,1,145.95,145.95,0.28,145.67,已完成,浙江,False,
微20250728024820,2025-07-28 18:25:00,,SKU_服_004,服装商品3,服装,1,174.08,174.08,13.9,160.18,已取消,江苏,False,满200减30
微20250728024821,2025-07-28 20:03:00,2025-07-28 20:03:00,SKU_服_005,服装商品16,服装,1,173.74,173.74,2.32,171.42,已完成,广东,False,
微20250728024822,2025-07-28 09:07:00,2025-07-28 09:07:00,SKU_服_016,服装商品13,服装,1,173.54,173.54,12.21,161.33,已完成,江苏,False,
微20250729025544,2025-07-29 18:29:00,2025-07-29 18:29:00,SKU_美_019,美妆商品8,美妆,2,141.41,282.82,3.49,279.33,已完成,广东,False,品类优惠券
微20250729025545,2025-07-29 20:01:00,2025-07-29 20:01:00,SKU_美_012,美妆商品29,美妆,2,143.1,286.2,7.59,278.61,已完成,浙江,False,品类优惠券
微20250729025546,2025-07-29 19:17:00,2025-07-29 19:17:00,SKU_美_012,美妆商品22,美妆,2,126.51,253.02,37.49,215.53,已完成,浙江,False,
微20250729025547,2025-07-29 15:49:00,2025-07-29 15:49:00,SKU_美_001,美妆商品33,美妆,1,135.86,135.86,12.42,123.44,已完成,山东,False,满200减30
微20250729025548,2025-07-29 09:28:00,2025-07-29 09:28:00,SKU_美_018,美妆商品18,美妆,1,135.31,135.31,2.24,133.07,已完成,山东,False,满200减30
微20250729025549,2025-07-29 14:28:00,2025-07-29 14:28:00,SKU_美_004,美妆商品35,美妆,1,152.94,152.94,20.3,132.64,已完成,上海,False,
微20250729025550,2025-07-29 18:51:00,2025-07-29 18:51:00,SKU_美_014,美妆商品36,美妆,1,134.14,134.14,5.56,128.58,已完成,湖北,False,
微20250729025551,2025-07-29 10:33:00,2025-07-29 10:33:00,SKU_美_002,美妆商品21,美妆,2,126.86,253.72,32.91,220.81,已完成,浙江,False,品类优惠券
微20250729025552,2025-07-29 15:09:00,2025-07-29 15:09:00,SKU_美_001,美妆商品35,美妆,2,135.76,271.52,7.07,264.45,已完成,浙江,False,
微20250729025553,2025-07-29 10:51:00,2025-07-29 10:51:00,SKU_美_009,美妆商品25,美妆,2,123.68,247.36,34.43,212.93,待发货,四川,False,新人首单立减20
微20250729025554,2025-07-29 22:18:00,,SKU_美_018,美妆商品42,美妆,1,133.15,133.15,3.88,129.27,已取消,浙江,False,品类优惠券
微20250729025555,2025-07-29 15:47:00,2025-07-29 15:47:00,SKU_美_014,美妆商品41,美妆,1,147.17,147.17,20.02,127.15,已完成,湖北,False,
微20250729025556,2025-07-29 09:50:00,2025-07-29 09:50:00,SKU_美_006,美妆商品26,美妆,2,135.01,270.02,34.61,235.41,已完成,上海,False,
微20250729025557,2025-07-29 16:57:00,2025-07-29 16:57:00,SKU_美_003,美妆商品35,美妆,3,135.31,405.93,40.32,365.61,已完成,北京,False,
微20250729025558,2025-07-29 16:35:00,2025-07-29 16:35:00,SKU_美_006,美妆商品12,美妆,1,126.42,126.42,18.65,107.77,已完成,浙江,True,
