退款单号,订单编号,申请时间,商品编码,商品名称,品类,refund_type,退款原因,退款金额,退款状态
RF20250730004055,京20250730281971,2025-07-30 14:37:00,SKU_服_001,服装商品13,服装,仅退款,与描述不符,150.76,已完成
RF20250730004056,京20250730469530,2025-07-30 08:20:00,SKU_服_008,服装商品12,服装,仅退款,尺码不合适,169.28,已完成
RF20250730004057,京20250730434347,2025-07-30 10:13:00,SKU_服_005,服装商品12,服装,仅退款,与描述不符,181.9,已完成
RF20250730004058,京20250730983044,2025-07-30 20:13:00,SKU_服_001,服装商品5,服装,退货退款,与描述不符,178.68,已完成
RF20250731004161,京20250731833838,2025-07-31 16:06:00,SKU_美_003,美妆商品19,美妆,退货退款,质量问题,180.18,已完成
RF20250731004162,京20250731568752,2025-07-31 10:39:00,SKU_美_004,美妆商品19,美妆,仅退款,物流太慢,131.61,已拒绝
RF20250731004163,京20250731697286,2025-07-31 21:30:00,SKU_美_008,美妆商品18,美妆,退货退款,质量问题,122.34,已完成
RF20250731004164,京20250731729512,2025-07-31 16:23:00,SKU_美_002,美妆商品7,美妆,仅退款,尺码不合适,172.34,已拒绝
RF20250731004165,京20250731388054,2025-07-31 14:49:00,SKU_食_009,食品商品13,食品,仅退款,质量问题,49.92,处理中
RF20250731004166,京20250731999432,2025-07-31 10:21:00,SKU_食_003,食品商品4,食品,退货退款,物流太慢,54.95,已完成
RF20250731004167,京20250731738858,2025-07-31 08:40:00,SKU_食_003,食品商品5,食品,仅退款,物流太慢,37.23,已完成
RF20250731004168,京20250731256458,2025-07-31 13:49:00,SKU_食_003,食品商品15,食品,退货退款,与描述不符,48.18,已完成
RF20250731004169,京20250731129380,2025-07-31 20:21:00,SKU_食_002,食品商品4,食品,仅退款,尺码不合适,53.5,已完成
RF20250731004170,京20250731591871,2025-07-31 13:02:00,SKU_食_009,食品商品12,食品,退货退款,与描述不符,51.01,已完成
RF20250731004171,京20250731685410,2025-07-31 13:03:00,SKU_食_001,食品商品16,食品,退货退款,尺码不合适,47.44,处理中
RF20250731004172,京20250731899392,2025-07-31 20:13:00,SKU_食_006,食品商品11,食品,仅退款,质量问题,57.61,已完成
RF20250731004173,京20250731819127,2025-07-31 09:52:00,SKU_食_003,食品商品8,食品,退货退款,质量问题,56.69,已完成
RF20250731004174,京20250731735230,2025-07-31 10:23:00,SKU_食_006,食品商品19,食品,退货退款,尺码不合适,46.13,已完成
RF20250731004175,京20250731303346,2025-07-31 18:35:00,SKU_食_003,食品商品3,食品,退货退款,物流太慢,65.51,已完成
RF20250731004176,京20250731091005,2025-07-31 20:05:00,SKU_食_002,食品商品18,食品,仅退款,尺码不合适,57.65,已完成
RF20250731004177,京20250731944096,2025-07-31 13:05:00,SKU_食_001,食品商品14,食品,退货退款,不想要了,59.35,处理中
RF20250731004178,京20250731550024,2025-07-31 16:14:00,SKU_食_003,食品商品15,食品,仅退款,尺码不合适,63.57,处理中
RF20250731004179,京20250731070697,2025-07-31 13:26:00,SKU_电_001,电子商品10,电子,退货退款,物流太慢,448.55,处理中
RF20250731004180,京20250731372302,2025-07-31 10:22:00,SKU_电_004,电子商品12,电子,退货退款,物流太慢,467.2,已完成
RF20250731004181,京20250731764010,2025-07-31 16:54:00,SKU_电_009,电子商品10,电子,退货退款,尺码不合适,440.98,已完成
RF20250731004182,京20250731710442,2025-07-31 16:17:00,SKU_电_009,电子商品6,电子,仅退款,尺码不合适,436.18,已拒绝
RF20250731004183,京20250731949183,2025-07-31 19:22:00,SKU_电_006,电子商品12,电子,退货退款,与描述不符,441.88,处理中
RF20250731004184,京20250731378602,2025-07-31 16:33:00,SKU_电_008,电子商品12,电子,仅退款,尺码不合适,377.6,已完成
RF20250731004185,京20250731250181,2025-07-31 18:15:00,SKU_电_005,电子商品19,电子,退货退款,物流太慢,362.87,已完成
RF20250731004186,京20250731750763,2025-07-31 08:10:00,SKU_电_002,电子商品13,电子,仅退款,尺码不合适,468.38,已完成
RF20250731004187,京20250731922792,2025-07-31 15:30:00,SKU_电_009,电子商品18,电子,退货退款,尺码不合适,379.99,已完成
RF20250731004188,京20250731610341,2025-07-31 12:31:00,SKU_服_008,服装商品1,服装,退货退款,与描述不符,178.85,已完成
RF20250731004189,京20250731387633,2025-07-31 10:01:00,SKU_服_003,服装商品16,服装,仅退款,与描述不符,172.88,已完成
RF20250731004190,京20250731661742,2025-07-31 19:35:00,SKU_服_004,服装商品14,服装,退货退款,与描述不符,198.05,处理中
RF20250731004191,京20250731895403,2025-07-31 15:21:00,SKU_服_009,服装商品13,服装,退货退款,尺码不合适,173.43,已完成
RF20250731004192,京20250731720797,2025-07-31 21:25:00,SKU_服_007,服装商品1,服装,仅退款,尺码不合适,189.12,处理中
RF20250801004289,京20250801842018,2025-08-01 19:37:00,SKU_美_003,美妆商品9,美妆,退货退款,物流太慢,174.29,已完成
RF20250801004290,京20250801568085,2025-08-01 19:54:00,SKU_美_003,美妆商品1,美妆,仅退款,尺码不合适,130.88,已完成
RF20250801004291,京20250801176873,2025-08-01 09:36:00,SKU_美_002,美妆商品2,美妆,仅退款,物流太慢,155.66,处理中
RF20250801004292,京20250801961228,2025-08-01 14:21:00,SKU_美_009,美妆商品17,美妆,仅退款,物流太慢,192.63,已完成
RF20250801004293,京20250801836192,2025-08-01 11:24:00,SKU_食_007,食品商品18,食品,退货退款,物流太慢,53.98,已完成
RF20250801004294,京20250801776735,2025-08-01 21:35:00,SKU_食_006,食品商品7,食品,仅退款,与描述不符,25.09,已完成
RF20250801004295,京20250801143884,2025-08-01 15:24:00,SKU_食_001,食品商品11,食品,退货退款,物流太慢,52.31,已完成
RF20250801004296,京20250801667127,2025-08-01 18:06:00,SKU_食_005,食品商品3,食品,仅退款,与描述不符,53.03,已完成
RF20250801004297,京20250801178834,2025-08-01 21:15:00,SKU_食_007,食品商品9,食品,退货退款,质量问题,36.49,处理中
RF20250801004298,京20250801113294,2025-08-01 20:04:00,SKU_食_009,食品商品9,食品,退货退款,物流太慢,57.73,已完成
RF20250801004299,京20250801925572,2025-08-01 12:15:00,SKU_食_001,食品商品8,食品,退货退款,物流太慢,44.94,已完成
RF20250801004300,京20250801278781,2025-08-01 12:13:00,SKU_电_002,电子商品19,电子,退货退款,物流太慢,457.45,已完成
RF20250801004301,京20250801444692,2025-08-01 10:05:00,SKU_电_005,电子商品1,电子,仅退款,尺码不合适,341.63,已完成
RF20250801004302,京20250801993949,2025-08-01 17:18:00,SKU_电_006,电子商品11,电子,仅退款,物流太慢,395.81,已完成
RF20250801004303,京20250801645887,2025-08-01 21:41:00,SKU_电_008,电子商品7,电子,退货退款,质量问题,432.98,已完成
RF20250801004304,京20250801144840,2025-08-01 09:44:00,SKU_电_001,电子商品12,电子,仅退款,物流太慢,500.86,已完成
RF20250801004305,京20250801272755,2025-08-01 09:11:00,SKU_电_007,电子商品5,电子,仅退款,质量问题,424.07,已完成
RF20250801004306,京20250801802611,2025-08-01 09:14:00,SKU_电_006,电子商品9,电子,退货退款,物流太慢,447.85,处理中
RF20250801004307,京20250801458839,2025-08-01 10:04:00,SKU_电_008,电子商品7,电子,退货退款,尺码不合适,433.21,已完成
RF20250801004308,京20250801477911,2025-08-01 16:42:00,SKU_电_006,电子商品19,电子,退货退款,物流太慢,401.49,已完成
RF20250801004309,京20250801366198,2025-08-01 19:57:00,SKU_电_005,电子商品2,电子,仅退款,物流太慢,420.01,已完成
RF20250801004310,京20250801226567,2025-08-01 08:44:00,SKU_电_005,电子商品6,电子,仅退款,物流太慢,328.54,已完成
RF20250801004311,京20250801579619,2025-08-01 08:11:00,SKU_电_001,电子商品4,电子,退货退款,物流太慢,385.63,处理中
RF20250801004312,京20250801251101,2025-08-01 15:33:00,SKU_电_009,电子商品2,电子,退货退款,物流太慢,512.98,已完成
RF20250801004313,京20250801529003,2025-08-01 12:33:00,SKU_电_007,电子商品16,电子,退货退款,物流太慢,417.5,已完成
RF20250801004314,京20250801811734,2025-08-01 12:20:00,SKU_服_007,服装商品3,服装,仅退款,尺码不合适,197.21,已完成
RF20250801004315,京20250801045262,2025-08-01 09:37:00,SKU_服_001,服装商品7,服装,仅退款,物流太慢,216.25,已完成
RF20250801004316,京20250801493471,2025-08-01 19:24:00,SKU_服_004,服装商品6,服装,仅退款,质量问题,225.3,已拒绝
RF20250801004317,京20250801000814,2025-08-01 19:43:00,SKU_服_002,服装商品6,服装,仅退款,物流太慢,154.38,已完成
RF20250801004318,京20250801678291,2025-08-01 08:05:00,SKU_服_001,服装商品9,服装,退货退款,物流太慢,181.8,已完成
RF20250801004319,京20250801355851,2025-08-01 09:02:00,SKU_服_005,服装商品8,服装,退货退款,物流太慢,212.12,处理中
RF20250802004429,京20250802394775,2025-08-02 10:14:00,SKU_美_008,美妆商品4,美妆,退货退款,与描述不符,137.88,已完成
RF20250802004430,京20250802061614,2025-08-02 19:18:00,SKU_美_007,美妆商品7,美妆,仅退款,物流太慢,150.78,已完成
RF20250802004431,京20250802243745,2025-08-02 10:09:00,SKU_美_007,美妆商品13,美妆,退货退款,物流太慢,142.94,已完成
RF20250802004432,京20250802065779,2025-08-02 20:01:00,SKU_美_008,美妆商品16,美妆,退货退款,与描述不符,175.29,已完成
RF20250802004433,京20250802133569,2025-08-02 18:05:00,SKU_食_007,食品商品2,食品,退货退款,物流太慢,55.54,已完成
RF20250802004434,京20250802146241,2025-08-02 21:55:00,SKU_食_001,食品商品5,食品,退货退款,物流太慢,58.7,已完成
RF20250802004435,京20250802942829,2025-08-02 20:33:00,SKU_食_009,食品商品13,食品,仅退款,物流太慢,52.11,处理中
RF20250802004436,京20250802477277,2025-08-02 18:00:00,SKU_食_004,食品商品2,食品,退货退款,不想要了,55.12,已拒绝
RF20250802004437,京20250802427327,2025-08-02 13:50:00,SKU_食_006,食品商品5,食品,仅退款,质量问题,54.97,已完成
RF20250802004438,京20250802805623,2025-08-02 18:22:00,SKU_食_004,食品商品16,食品,退货退款,物流太慢,51.92,处理中
RF20250802004439,京20250802628024,2025-08-02 08:17:00,SKU_电_009,电子商品19,电子,退货退款,物流太慢,394.37,已完成
RF20250802004440,京20250802359138,2025-08-02 17:19:00,SKU_电_009,电子商品12,电子,仅退款,物流太慢,410.51,已完成
RF20250802004441,京20250802211820,2025-08-02 13:34:00,SKU_电_005,电子商品13,电子,退货退款,质量问题,374.49,已完成
RF20250802004442,京20250802307788,2025-08-02 08:36:00,SKU_电_007,电子商品9,电子,退货退款,物流太慢,504.19,已完成
RF20250802004443,京20250802473823,2025-08-02 19:48:00,SKU_电_009,电子商品10,电子,仅退款,质量问题,481.37,处理中
RF20250802004444,京20250802961491,2025-08-02 14:08:00,SKU_电_002,电子商品4,电子,仅退款,物流太慢,365.88,已拒绝
RF20250802004445,京20250802956649,2025-08-02 09:13:00,SKU_电_006,电子商品2,电子,退货退款,物流太慢,439.43,已完成
RF20250802004446,京20250802364523,2025-08-02 17:06:00,SKU_电_002,电子商品2,电子,退货退款,物流太慢,457.05,处理中
RF20250802004447,京20250802963518,2025-08-02 18:57:00,SKU_电_009,电子商品3,电子,仅退款,尺码不合适,505.26,已完成
RF20250802004448,京20250802521631,2025-08-02 16:21:00,SKU_电_009,电子商品5,电子,仅退款,物流太慢,394.84,已完成
RF20250802004449,京20250802387980,2025-08-02 13:35:00,SKU_电_007,电子商品14,电子,退货退款,物流太慢,373.82,处理中
RF20250802004450,京20250802965030,2025-08-02 18:00:00,SKU_服_006,服装商品2,服装,仅退款,不想要了,179.06,已拒绝
RF20250802004451,京20250802130780,2025-08-02 08:08:00,SKU_服_002,服装商品8,服装,仅退款,物流太慢,227.14,已完成
RF20250802004452,京20250802711521,2025-08-02 11:29:00,SKU_服_009,服装商品11,服装,仅退款,尺码不合适,194.78,已完成
RF20250802004453,京20250802987682,2025-08-02 09:30:00,SKU_服_002,服装商品15,服装,仅退款,物流太慢,146.91,已完成
RF20250803004568,京20250803057379,2025-08-03 14:31:00,SKU_美_007,美妆商品16,美妆,退货退款,物流太慢,183.15,已完成
RF20250803004569,京20250803780566,2025-08-03 14:58:00,SKU_美_003,美妆商品9,美妆,退货退款,与描述不符,146.48,已完成
RF20250803004570,京20250803179270,2025-08-03 19:57:00,SKU_美_002,美妆商品5,美妆,仅退款,不想要了,160.64,已完成
RF20250803004571,京20250803861543,2025-08-03 13:55:00,SKU_美_007,美妆商品7,美妆,退货退款,物流太慢,165.72,已完成
RF20250803004572,京20250803868514,2025-08-03 10:28:00,SKU_食_007,食品商品10,食品,仅退款,不想要了,59.46,已完成
RF20250803004573,京20250803977666,2025-08-03 08:23:00,SKU_食_008,食品商品8,食品,退货退款,物流太慢,54.67,已拒绝
RF20250803004574,京20250803867858,2025-08-03 20:44:00,SKU_食_005,食品商品11,食品,仅退款,物流太慢,52.89,已完成
RF20250803004575,京20250803342505,2025-08-03 20:57:00,SKU_食_003,食品商品19,食品,仅退款,物流太慢,45.71,已完成
RF20250803004576,京20250803052058,2025-08-03 17:48:00,SKU_食_002,食品商品8,食品,退货退款,物流太慢,49.65,已完成
RF20250803004577,京20250803945478,2025-08-03 16:26:00,SKU_食_002,食品商品16,食品,仅退款,物流太慢,58.01,已拒绝
RF20250803004578,京20250803492821,2025-08-03 09:43:00,SKU_食_005,食品商品10,食品,退货退款,与描述不符,57.81,已完成
RF20250803004579,京20250803358213,2025-08-03 14:35:00,SKU_食_006,食品商品2,食品,退货退款,物流太慢,38.46,已完成
RF20250803004580,京20250803616232,2025-08-03 08:35:00,SKU_电_008,电子商品16,电子,仅退款,物流太慢,495.77,已完成
RF20250803004581,京20250803019102,2025-08-03 15:17:00,SKU_电_007,电子商品13,电子,仅退款,与描述不符,414.39,已完成
RF20250803004582,京20250803007978,2025-08-03 08:12:00,SKU_电_007,电子商品17,电子,退货退款,物流太慢,374.6,处理中
RF20250803004583,京20250803031275,2025-08-03 17:32:00,SKU_电_006,电子商品2,电子,仅退款,与描述不符,460.63,已完成
RF20250803004584,京20250803743875,2025-08-03 14:55:00,SKU_电_006,电子商品13,电子,仅退款,物流太慢,372.5,已完成
RF20250803004585,京20250803643629,2025-08-03 11:29:00,SKU_电_005,电子商品17,电子,仅退款,物流太慢,475.53,已完成
RF20250803004586,京20250803495625,2025-08-03 16:23:00,SKU_电_002,电子商品4,电子,退货退款,物流太慢,469.18,已完成
RF20250803004587,京20250803513679,2025-08-03 14:10:00,SKU_电_005,电子商品7,电子,退货退款,物流太慢,405.08,已完成
RF20250803004588,京20250803179520,2025-08-03 15:50:00,SKU_电_004,电子商品16,电子,退货退款,不想要了,477.42,已完成
RF20250803004589,京20250803123709,2025-08-03 17:19:00,SKU_电_009,电子商品10,电子,仅退款,尺码不合适,340.92,已完成
RF20250803004590,京20250803478034,2025-08-03 14:39:00,SKU_电_001,电子商品1,电子,退货退款,物流太慢,388.98,处理中
RF20250803004591,京20250803637221,2025-08-03 17:14:00,SKU_电_006,电子商品14,电子,仅退款,物流太慢,436.2,已完成
RF20250803004592,京20250803509155,2025-08-03 08:44:00,SKU_电_005,电子商品1,电子,退货退款,物流太慢,266.57,已拒绝
RF20250803004593,京20250803518209,2025-08-03 17:57:00,SKU_服_007,服装商品10,服装,退货退款,物流太慢,114.82,处理中
RF20250803004594,京20250803862096,2025-08-03 13:30:00,SKU_服_001,服装商品15,服装,退货退款,不想要了,187.21,已完成
RF20250803004595,京20250803695233,2025-08-03 18:00:00,SKU_服_007,服装商品16,服装,退货退款,质量问题,170.23,已完成
RF20250804004702,京20250804251837,2025-08-04 16:31:00,SKU_美_003,美妆商品16,美妆,退货退款,尺码不合适,145.55,已拒绝
RF20250804004703,京20250804155156,2025-08-04 10:54:00,SKU_美_009,美妆商品2,美妆,退货退款,物流太慢,158.37,处理中
RF20250804004704,京20250804724134,2025-08-04 08:40:00,SKU_美_004,美妆商品18,美妆,仅退款,物流太慢,148.5,已完成
RF20250804004705,京20250804282344,2025-08-04 13:52:00,SKU_美_006,美妆商品4,美妆,退货退款,物流太慢,146.8,已完成
RF20250804004706,京20250804926411,2025-08-04 16:14:00,SKU_美_008,美妆商品3,美妆,仅退款,物流太慢,197.61,处理中
RF20250804004707,京20250804900052,2025-08-04 12:04:00,SKU_食_005,食品商品3,食品,退货退款,物流太慢,63.11,已完成
RF20250804004708,京20250804134358,2025-08-04 21:10:00,SKU_食_002,食品商品1,食品,仅退款,物流太慢,47.02,已完成
RF20250804004709,京20250804544750,2025-08-04 08:03:00,SKU_食_006,食品商品19,食品,退货退款,物流太慢,60.39,已完成
RF20250804004710,京20250804829437,2025-08-04 13:08:00,SKU_食_002,食品商品15,食品,退货退款,物流太慢,42.61,已完成
RF20250804004711,京20250804502277,2025-08-04 10:18:00,SKU_食_005,食品商品6,食品,仅退款,物流太慢,56.03,已完成
RF20250804004712,京20250804827992,2025-08-04 21:09:00,SKU_食_005,食品商品15,食品,仅退款,物流太慢,56.7,处理中
RF20250804004713,京20250804961212,2025-08-04 20:54:00,SKU_电_001,电子商品2,电子,仅退款,物流太慢,328.17,处理中
RF20250804004714,京20250804291615,2025-08-04 21:20:00,SKU_电_007,电子商品4,电子,仅退款,质量问题,549.87,已完成
RF20250804004715,京20250804456932,2025-08-04 13:08:00,SKU_电_006,电子商品1,电子,退货退款,物流太慢,443.58,已完成
RF20250804004716,京20250804815964,2025-08-04 14:20:00,SKU_电_003,电子商品10,电子,仅退款,尺码不合适,419.11,处理中
RF20250804004717,京20250804683539,2025-08-04 17:33:00,SKU_电_003,电子商品17,电子,仅退款,物流太慢,418.55,已完成
RF20250804004718,京20250804184960,2025-08-04 21:38:00,SKU_电_005,电子商品15,电子,仅退款,不想要了,404.28,已拒绝
RF20250804004719,京20250804619321,2025-08-04 08:58:00,SKU_电_003,电子商品7,电子,仅退款,不想要了,376.19,已完成
RF20250804004720,京20250804584767,2025-08-04 13:53:00,SKU_电_008,电子商品1,电子,仅退款,物流太慢,286.23,已拒绝
RF20250804004721,京20250804656673,2025-08-04 21:21:00,SKU_电_005,电子商品13,电子,退货退款,物流太慢,335.22,已完成
RF20250804004722,京20250804623909,2025-08-04 10:31:00,SKU_服_009,服装商品5,服装,退货退款,不想要了,209.92,已完成
RF20250804004723,京20250804993366,2025-08-04 20:41:00,SKU_服_009,服装商品6,服装,仅退款,物流太慢,207.34,处理中
RF20250804004724,京20250804853992,2025-08-04 12:15:00,SKU_服_004,服装商品2,服装,仅退款,物流太慢,175.05,已完成
RF20250804004725,京20250804080384,2025-08-04 11:44:00,SKU_服_005,服装商品11,服装,退货退款,物流太慢,162.79,已完成
RF20250805004817,京20250805497704,2025-08-05 20:08:00,SKU_美_006,美妆商品11,美妆,仅退款,物流太慢,179.78,处理中
RF20250805004818,京20250805829589,2025-08-05 18:17:00,SKU_美_002,美妆商品8,美妆,仅退款,物流太慢,183.96,已完成
RF20250805004819,京20250805725155,2025-08-05 08:47:00,SKU_美_005,美妆商品1,美妆,仅退款,质量问题,136.69,已完成
RF20250805004820,京20250805687850,2025-08-05 17:36:00,SKU_美_009,美妆商品10,美妆,退货退款,与描述不符,106.35,已完成
RF20250805004821,京20250805564988,2025-08-05 09:02:00,SKU_美_003,美妆商品12,美妆,仅退款,尺码不合适,115.77,已完成
RF20250805004822,京20250805076412,2025-08-05 17:48:00,SKU_食_004,食品商品14,食品,退货退款,物流太慢,50.37,已完成
RF20250805004823,京20250805189778,2025-08-05 18:52:00,SKU_食_004,食品商品18,食品,退货退款,物流太慢,55.01,已拒绝
RF20250805004824,京20250805549371,2025-08-05 16:04:00,SKU_食_007,食品商品4,食品,退货退款,物流太慢,52.48,已完成
RF20250805004825,京20250805000780,2025-08-05 08:07:00,SKU_食_002,食品商品1,食品,仅退款,物流太慢,57.89,已完成
RF20250805004826,京20250805218591,2025-08-05 17:45:00,SKU_食_001,食品商品4,食品,退货退款,物流太慢,58.05,已完成
RF20250805004827,京20250805579093,2025-08-05 18:17:00,SKU_食_008,食品商品18,食品,退货退款,物流太慢,66.53,已拒绝
RF20250805004828,京20250805381420,2025-08-05 14:02:00,SKU_食_005,食品商品12,食品,退货退款,与描述不符,53.19,处理中
RF20250805004829,京20250805966669,2025-08-05 16:57:00,SKU_食_008,食品商品4,食品,退货退款,尺码不合适,58.42,已完成
RF20250805004830,京20250805398941,2025-08-05 18:33:00,SKU_食_005,食品商品6,食品,仅退款,物流太慢,70.62,已完成
RF20250805004831,京20250805246404,2025-08-05 18:49:00,SKU_食_008,食品商品14,食品,退货退款,物流太慢,45.22,处理中
RF20250805004832,京20250805414284,2025-08-05 13:15:00,SKU_食_002,食品商品16,食品,退货退款,物流太慢,59.17,处理中
RF20250805004833,京20250805967477,2025-08-05 14:25:00,SKU_食_008,食品商品7,食品,退货退款,物流太慢,62.73,已完成
RF20250805004834,京20250805433376,2025-08-05 13:16:00,SKU_食_003,食品商品5,食品,仅退款,物流太慢,46.58,已完成
RF20250805004835,京20250805208510,2025-08-05 10:19:00,SKU_电_003,电子商品17,电子,退货退款,物流太慢,419.2,已完成
RF20250805004836,京20250805301157,2025-08-05 10:38:00,SKU_电_009,电子商品14,电子,仅退款,与描述不符,410.96,已完成
RF20250805004837,京20250805200217,2025-08-05 16:21:00,SKU_电_004,电子商品8,电子,仅退款,物流太慢,435.76,已完成
RF20250805004838,京20250805695377,2025-08-05 14:44:00,SKU_电_002,电子商品9,电子,仅退款,物流太慢,406.41,已完成
RF20250805004839,京20250805351194,2025-08-05 11:40:00,SKU_电_008,电子商品18,电子,仅退款,物流太慢,397.33,处理中
RF20250805004840,京20250805377814,2025-08-05 18:49:00,SKU_电_006,电子商品7,电子,仅退款,与描述不符,499.22,已完成
RF20250805004841,京20250805464362,2025-08-05 11:06:00,SKU_电_003,电子商品7,电子,仅退款,物流太慢,475.66,已完成
RF20250805004842,京20250805311604,2025-08-05 17:41:00,SKU_电_001,电子商品4,电子,仅退款,物流太慢,313.93,已完成
RF20250805004843,京20250805716625,2025-08-05 16:18:00,SKU_服_005,服装商品4,服装,仅退款,物流太慢,227.88,已完成
RF20250805004844,京20250805584053,2025-08-05 19:27:00,SKU_服_001,服装商品14,服装,退货退款,与描述不符,206.98,处理中
RF20250805004845,京20250805476729,2025-08-05 20:35:00,SKU_服_003,服装商品1,服装,仅退款,与描述不符,186.99,处理中
RF20250805004846,京20250805205540,2025-08-05 09:12:00,SKU_服_001,服装商品11,服装,仅退款,物流太慢,200.16,处理中
RF20250806004953,京20250806368335,2025-08-06 14:37:00,SKU_美_001,美妆商品11,美妆,仅退款,物流太慢,160.21,已拒绝
RF20250806004954,京20250806191826,2025-08-06 09:18:00,SKU_美_002,美妆商品10,美妆,退货退款,与描述不符,140.87,处理中
RF20250806004955,京20250806647097,2025-08-06 15:47:00,SKU_美_009,美妆商品13,美妆,退货退款,物流太慢,142.91,已拒绝
RF20250806004956,京20250806862758,2025-08-06 09:42:00,SKU_食_009,食品商品12,食品,仅退款,物流太慢,61.26,已完成
RF20250806004957,京20250806409399,2025-08-06 10:06:00,SKU_食_008,食品商品5,食品,仅退款,物流太慢,57.72,已完成
RF20250806004958,京20250806432724,2025-08-06 11:25:00,SKU_食_004,食品商品13,食品,仅退款,物流太慢,52.22,已完成
RF20250806004959,京20250806613008,2025-08-06 19:52:00,SKU_食_004,食品商品11,食品,退货退款,物流太慢,53.17,处理中
RF20250806004960,京20250806714962,2025-08-06 14:25:00,SKU_食_007,食品商品11,食品,仅退款,尺码不合适,41.72,已完成
RF20250806004961,京20250806532387,2025-08-06 12:29:00,SKU_食_008,食品商品18,食品,仅退款,与描述不符,46.49,已完成
RF20250806004962,京20250806174688,2025-08-06 10:55:00,SKU_食_001,食品商品15,食品,仅退款,物流太慢,59.4,已完成
RF20250806004963,京20250806379017,2025-08-06 08:18:00,SKU_食_002,食品商品3,食品,退货退款,物流太慢,54.84,已完成
RF20250806004964,京20250806811869,2025-08-06 20:02:00,SKU_食_007,食品商品7,食品,退货退款,物流太慢,50.71,已完成
RF20250806004965,京20250806788139,2025-08-06 17:40:00,SKU_食_006,食品商品10,食品,退货退款,质量问题,43.24,处理中
RF20250806004966,京20250806376420,2025-08-06 13:27:00,SKU_食_007,食品商品15,食品,仅退款,物流太慢,55.78,已完成
RF20250806004967,京20250806559382,2025-08-06 19:14:00,SKU_电_001,电子商品4,电子,退货退款,不想要了,410.18,已完成
RF20250806004968,京20250806365642,2025-08-06 20:41:00,SKU_电_007,电子商品10,电子,退货退款,质量问题,537.9,处理中
RF20250806004969,京20250806937154,2025-08-06 15:08:00,SKU_电_006,电子商品5,电子,退货退款,质量问题,416.78,处理中
RF20250806004970,京20250806236271,2025-08-06 08:48:00,SKU_电_005,电子商品1,电子,仅退款,质量问题,377.53,已完成
RF20250806004971,京20250806250938,2025-08-06 08:10:00,SKU_电_004,电子商品18,电子,退货退款,不想要了,390.43,已完成
RF20250806004972,京20250806658316,2025-08-06 12:23:00,SKU_电_002,电子商品13,电子,仅退款,尺码不合适,442.11,已完成
RF20250806004973,京20250806028938,2025-08-06 12:50:00,SKU_电_001,电子商品8,电子,退货退款,物流太慢,481.31,已完成
RF20250806004974,京20250806865702,2025-08-06 19:17:00,SKU_服_002,服装商品18,服装,仅退款,物流太慢,211.72,已完成
RF20250806004975,京20250806154425,2025-08-06 12:50:00,SKU_服_001,服装商品12,服装,仅退款,物流太慢,182.74,已完成
RF20250806004976,京20250806222148,2025-08-06 10:15:00,SKU_服_004,服装商品14,服装,退货退款,物流太慢,192.7,已拒绝
RF20250807005087,京20250807412764,2025-08-07 08:16:00,SKU_美_003,美妆商品6,美妆,仅退款,物流太慢,110.8,已完成
RF20250807005088,京20250807363799,2025-08-07 15:58:00,SKU_美_002,美妆商品11,美妆,仅退款,物流太慢,130.57,已拒绝
RF20250807005089,京20250807535210,2025-08-07 09:17:00,SKU_美_005,美妆商品6,美妆,退货退款,物流太慢,135.88,已完成
RF20250807005090,京20250807121412,2025-08-07 17:52:00,SKU_美_008,美妆商品6,美妆,仅退款,尺码不合适,156.33,已完成
RF20250807005091,京20250807270014,2025-08-07 11:14:00,SKU_美_003,美妆商品8,美妆,仅退款,物流太慢,162.87,已完成
RF20250807005092,京20250807067634,2025-08-07 15:34:00,SKU_美_007,美妆商品1,美妆,仅退款,物流太慢,150.76,已完成
RF20250807005093,京20250807304797,2025-08-07 20:43:00,SKU_食_003,食品商品17,食品,仅退款,物流太慢,42.94,已完成
RF20250807005094,京20250807941034,2025-08-07 21:11:00,SKU_食_001,食品商品17,食品,退货退款,与描述不符,56.12,已完成
RF20250807005095,京20250807845977,2025-08-07 18:20:00,SKU_食_008,食品商品13,食品,退货退款,质量问题,66.72,已完成
RF20250807005096,京20250807793352,2025-08-07 20:33:00,SKU_食_001,食品商品10,食品,退货退款,与描述不符,47.03,处理中
RF20250807005097,京20250807383049,2025-08-07 20:09:00,SKU_食_007,食品商品7,食品,仅退款,物流太慢,41.43,已完成
RF20250807005098,京20250807485965,2025-08-07 08:26:00,SKU_食_003,食品商品18,食品,仅退款,物流太慢,55.7,已完成
RF20250807005099,京20250807036923,2025-08-07 16:28:00,SKU_电_009,电子商品1,电子,仅退款,物流太慢,389.43,已完成
RF20250807005100,京20250807316624,2025-08-07 18:25:00,SKU_电_009,电子商品9,电子,仅退款,物流太慢,401.76,已完成
RF20250807005101,京20250807067781,2025-08-07 18:18:00,SKU_电_009,电子商品3,电子,仅退款,物流太慢,384.66,处理中
RF20250807005102,京20250807584272,2025-08-07 14:06:00,SKU_电_003,电子商品15,电子,退货退款,与描述不符,495.61,已完成
RF20250807005103,京20250807240947,2025-08-07 18:22:00,SKU_电_003,电子商品4,电子,仅退款,尺码不合适,389.86,处理中
RF20250807005104,京20250807109485,2025-08-07 08:46:00,SKU_电_006,电子商品18,电子,退货退款,物流太慢,409.7,已完成
