日期,商品编码,商品名称,品类,仓库,可用库存,锁定库存,入库量,平均发货时长(小时),是否缺货
2025-08-03,SKU_电_005,电子商品5,电子,华北仓,775,32,240,21.5,False
2025-08-03,SKU_服_001,服装商品1,服装,华东仓,623,37,227,22.0,False
2025-08-03,SKU_服_002,服装商品2,服装,华东仓,143,11,213,14.7,False
2025-08-03,SKU_服_003,服装商品3,服装,华东仓,630,6,71,14.1,False
2025-08-03,SKU_服_004,服装商品4,服装,华东仓,425,13,78,18.0,False
2025-08-03,SKU_服_005,服装商品5,服装,华东仓,579,32,105,22.7,False
2025-08-03,SKU_服_001,服装商品1,服装,华南仓,645,46,234,20.8,False
2025-08-03,SKU_服_002,服装商品2,服装,华南仓,563,28,283,22.6,False
2025-08-03,SKU_服_003,服装商品3,服装,华南仓,538,6,60,18.3,False
2025-08-03,SKU_服_004,服装商品4,服装,华南仓,426,40,132,20.2,False
2025-08-03,SKU_服_005,服装商品5,服装,华南仓,372,10,180,21.9,False
2025-08-03,SKU_服_001,服装商品1,服装,华北仓,593,19,99,22.5,False
2025-08-03,SKU_服_002,服装商品2,服装,华北仓,506,23,102,23.1,False
2025-08-03,SKU_服_003,服装商品3,服装,华北仓,352,16,156,19.2,False
2025-08-03,SKU_服_004,服装商品4,服装,华北仓,241,20,64,13.5,False
2025-08-03,SKU_服_005,服装商品5,服装,华北仓,326,43,195,16.1,False
2025-08-04,SKU_美_001,美妆商品1,美妆,华东仓,482,31,98,21.7,False
2025-08-04,SKU_美_002,美妆商品2,美妆,华东仓,627,11,163,13.8,False
2025-08-04,SKU_美_003,美妆商品3,美妆,华东仓,280,39,106,13.4,False
2025-08-04,SKU_美_004,美妆商品4,美妆,华东仓,470,43,50,14.1,False
2025-08-04,SKU_美_005,美妆商品5,美妆,华东仓,496,10,113,16.3,False
2025-08-04,SKU_美_001,美妆商品1,美妆,华南仓,240,12,100,21.3,False
2025-08-04,SKU_美_002,美妆商品2,美妆,华南仓,709,35,239,14.7,False
2025-08-04,SKU_美_003,美妆商品3,美妆,华南仓,631,12,139,22.1,False
2025-08-04,SKU_美_004,美妆商品4,美妆,华南仓,206,14,188,22.7,False
2025-08-04,SKU_美_005,美妆商品5,美妆,华南仓,740,13,1,19.3,False
2025-08-04,SKU_美_001,美妆商品1,美妆,华北仓,107,48,179,21.3,False
2025-08-04,SKU_美_002,美妆商品2,美妆,华北仓,653,18,124,21.8,False
2025-08-04,SKU_美_003,美妆商品3,美妆,华北仓,519,43,9,17.4,False
2025-08-04,SKU_美_004,美妆商品4,美妆,华北仓,172,36,53,12.1,False
2025-08-04,SKU_美_005,美妆商品5,美妆,华北仓,646,34,12,21.7,False
2025-08-04,SKU_食_001,食品商品1,食品,华东仓,696,6,145,14.0,False
2025-08-04,SKU_食_002,食品商品2,食品,华东仓,305,8,47,19.3,False
2025-08-04,SKU_食_003,食品商品3,食品,华东仓,191,23,143,14.8,False
2025-08-04,SKU_食_004,食品商品4,食品,华东仓,578,46,71,15.6,False
2025-08-04,SKU_食_005,食品商品5,食品,华东仓,514,13,59,15.0,False
2025-08-04,SKU_食_001,食品商品1,食品,华南仓,239,32,151,19.2,False
2025-08-04,SKU_食_002,食品商品2,食品,华南仓,193,34,140,19.5,False
2025-08-04,SKU_食_003,食品商品3,食品,华南仓,568,46,123,20.0,False
2025-08-04,SKU_食_004,食品商品4,食品,华南仓,703,19,44,13.3,False
2025-08-04,SKU_食_005,食品商品5,食品,华南仓,399,8,102,22.3,False
2025-08-04,SKU_食_001,食品商品1,食品,华北仓,631,32,72,17.0,False
2025-08-04,SKU_食_002,食品商品2,食品,华北仓,359,13,122,17.4,False
2025-08-04,SKU_食_003,食品商品3,食品,华北仓,420,23,29,17.6,False
2025-08-04,SKU_食_004,食品商品4,食品,华北仓,213,12,116,18.3,False
2025-08-04,SKU_食_005,食品商品5,食品,华北仓,315,14,193,13.0,False
2025-08-04,SKU_电_001,电子商品1,电子,华东仓,559,32,73,20.0,False
2025-08-04,SKU_电_002,电子商品2,电子,华东仓,321,9,90,12.1,False
2025-08-04,SKU_电_003,电子商品3,电子,华东仓,440,32,191,17.3,False
2025-08-04,SKU_电_004,电子商品4,电子,华东仓,239,9,207,24.0,False
2025-08-04,SKU_电_005,电子商品5,电子,华东仓,762,5,73,12.7,False
2025-08-04,SKU_电_001,电子商品1,电子,华南仓,110,49,278,16.5,False
2025-08-04,SKU_电_002,电子商品2,电子,华南仓,439,24,49,13.7,False
2025-08-04,SKU_电_003,电子商品3,电子,华南仓,762,45,213,18.3,False
2025-08-04,SKU_电_004,电子商品4,电子,华南仓,315,21,254,23.9,False
2025-08-04,SKU_电_005,电子商品5,电子,华南仓,634,16,49,15.6,False
2025-08-04,SKU_电_001,电子商品1,电子,华北仓,274,12,260,15.5,False
2025-08-04,SKU_电_002,电子商品2,电子,华北仓,737,13,121,20.9,False
2025-08-04,SKU_电_003,电子商品3,电子,华北仓,189,41,227,20.9,False
2025-08-04,SKU_电_004,电子商品4,电子,华北仓,641,6,206,22.6,False
2025-08-04,SKU_电_005,电子商品5,电子,华北仓,658,35,172,18.1,False
2025-08-04,SKU_服_001,服装商品1,服装,华东仓,383,29,130,18.7,False
2025-08-04,SKU_服_002,服装商品2,服装,华东仓,570,38,29,18.6,False
2025-08-04,SKU_服_003,服装商品3,服装,华东仓,570,42,136,18.1,False
2025-08-04,SKU_服_004,服装商品4,服装,华东仓,377,40,202,23.8,False
2025-08-04,SKU_服_005,服装商品5,服装,华东仓,257,23,123,18.9,False
2025-08-04,SKU_服_001,服装商品1,服装,华南仓,432,45,177,13.5,False
2025-08-04,SKU_服_002,服装商品2,服装,华南仓,516,30,48,23.4,False
2025-08-04,SKU_服_003,服装商品3,服装,华南仓,505,40,82,16.4,False
2025-08-04,SKU_服_004,服装商品4,服装,华南仓,392,38,181,18.0,False
2025-08-04,SKU_服_005,服装商品5,服装,华南仓,717,25,285,22.7,False
2025-08-04,SKU_服_001,服装商品1,服装,华北仓,251,31,73,23.3,False
2025-08-04,SKU_服_002,服装商品2,服装,华北仓,450,28,11,13.1,False
2025-08-04,SKU_服_003,服装商品3,服装,华北仓,586,11,179,23.9,False
2025-08-04,SKU_服_004,服装商品4,服装,华北仓,617,47,179,12.9,False
2025-08-04,SKU_服_005,服装商品5,服装,华北仓,144,20,210,16.1,False
2025-08-05,SKU_美_001,美妆商品1,美妆,华东仓,701,18,28,50.4,True
2025-08-05,SKU_美_002,美妆商品2,美妆,华东仓,747,29,127,56.699999999999996,False
2025-08-05,SKU_美_003,美妆商品3,美妆,华东仓,741,19,234,70.7,False
2025-08-05,SKU_美_004,美妆商品4,美妆,华东仓,164,28,68,74.2,False
2025-08-05,SKU_美_005,美妆商品5,美妆,华东仓,674,26,110,68.60000000000001,False
2025-08-05,SKU_美_001,美妆商品1,美妆,华南仓,486,33,280,49.699999999999996,False
2025-08-05,SKU_美_002,美妆商品2,美妆,华南仓,634,6,121,56.699999999999996,False
2025-08-05,SKU_美_003,美妆商品3,美妆,华南仓,330,5,105,81.89999999999999,False
2025-08-05,SKU_美_004,美妆商品4,美妆,华南仓,259,18,285,56.0,False
2025-08-05,SKU_美_005,美妆商品5,美妆,华南仓,189,25,269,78.39999999999999,True
2025-08-05,SKU_美_001,美妆商品1,美妆,华北仓,371,28,227,67.55,False
2025-08-05,SKU_美_002,美妆商品2,美妆,华北仓,290,13,142,46.199999999999996,True
2025-08-05,SKU_美_003,美妆商品3,美妆,华北仓,172,46,225,45.85,False
2025-08-05,SKU_美_004,美妆商品4,美妆,华北仓,597,37,54,80.14999999999999,False
2025-08-05,SKU_美_005,美妆商品5,美妆,华北仓,547,9,192,75.95,False
2025-08-05,SKU_食_001,食品商品1,食品,华东仓,432,8,202,64.05,False
2025-08-05,SKU_食_002,食品商品2,食品,华东仓,762,20,168,59.14999999999999,False
2025-08-05,SKU_食_003,食品商品3,食品,华东仓,443,47,149,79.10000000000001,False
2025-08-05,SKU_食_004,食品商品4,食品,华东仓,324,45,41,61.25,False
2025-08-05,SKU_食_005,食品商品5,食品,华东仓,790,22,155,68.60000000000001,False
2025-08-05,SKU_食_001,食品商品1,食品,华南仓,708,44,298,47.6,False
2025-08-05,SKU_食_002,食品商品2,食品,华南仓,207,43,186,61.60000000000001,False
2025-08-05,SKU_食_003,食品商品3,食品,华南仓,586,34,247,54.25,False
2025-08-05,SKU_食_004,食品商品4,食品,华南仓,730,15,227,55.65,False
2025-08-05,SKU_食_005,食品商品5,食品,华南仓,384,6,2,79.8,False
2025-08-05,SKU_食_001,食品商品1,食品,华北仓,603,42,241,55.65,True
2025-08-05,SKU_食_002,食品商品2,食品,华北仓,309,27,28,75.95,False
2025-08-05,SKU_食_003,食品商品3,食品,华北仓,114,16,169,76.3,False
2025-08-05,SKU_食_004,食品商品4,食品,华北仓,405,44,148,72.45,True
2025-08-05,SKU_食_005,食品商品5,食品,华北仓,143,12,247,67.55,False
2025-08-05,SKU_电_001,电子商品1,电子,华东仓,462,24,51,72.45,False
2025-08-05,SKU_电_002,电子商品2,电子,华东仓,727,24,276,49.35,False
2025-08-05,SKU_电_003,电子商品3,电子,华东仓,668,8,36,52.5,False
2025-08-05,SKU_电_004,电子商品4,电子,华东仓,360,29,47,67.89999999999999,False
2025-08-05,SKU_电_005,电子商品5,电子,华东仓,146,44,38,52.15,False
2025-08-05,SKU_电_001,电子商品1,电子,华南仓,384,26,17,77.35000000000001,True
2025-08-05,SKU_电_002,电子商品2,电子,华南仓,746,14,236,53.199999999999996,False
2025-08-05,SKU_电_003,电子商品3,电子,华南仓,173,49,60,76.3,False
2025-08-05,SKU_电_004,电子商品4,电子,华南仓,602,44,106,78.75,True
2025-08-05,SKU_电_005,电子商品5,电子,华南仓,648,17,62,61.949999999999996,False
2025-08-05,SKU_电_001,电子商品1,电子,华北仓,335,11,30,77.0,False
2025-08-05,SKU_电_002,电子商品2,电子,华北仓,575,44,245,83.3,True
2025-08-05,SKU_电_003,电子商品3,电子,华北仓,697,16,105,43.050000000000004,False
2025-08-05,SKU_电_004,电子商品4,电子,华北仓,488,37,296,75.25,False
2025-08-05,SKU_电_005,电子商品5,电子,华北仓,749,10,253,60.199999999999996,False
2025-08-05,SKU_服_001,服装商品1,服装,华东仓,481,36,172,53.9,False
2025-08-05,SKU_服_002,服装商品2,服装,华东仓,711,30,211,56.699999999999996,False
2025-08-05,SKU_服_003,服装商品3,服装,华东仓,793,47,97,42.35,False
2025-08-05,SKU_服_004,服装商品4,服装,华东仓,338,16,53,42.699999999999996,False
2025-08-05,SKU_服_005,服装商品5,服装,华东仓,205,24,26,79.8,False
2025-08-05,SKU_服_001,服装商品1,服装,华南仓,127,35,181,74.2,False
2025-08-05,SKU_服_002,服装商品2,服装,华南仓,319,29,62,42.699999999999996,True
2025-08-05,SKU_服_003,服装商品3,服装,华南仓,357,33,14,63.0,False
2025-08-05,SKU_服_004,服装商品4,服装,华南仓,551,25,111,53.550000000000004,False
2025-08-05,SKU_服_005,服装商品5,服装,华南仓,460,30,238,45.5,False
2025-08-05,SKU_服_001,服装商品1,服装,华北仓,312,39,28,51.1,True
2025-08-05,SKU_服_002,服装商品2,服装,华北仓,711,47,59,53.199999999999996,False
2025-08-05,SKU_服_003,服装商品3,服装,华北仓,697,44,4,57.050000000000004,False
2025-08-05,SKU_服_004,服装商品4,服装,华北仓,149,7,122,70.7,False
2025-08-05,SKU_服_005,服装商品5,服装,华北仓,560,36,261,74.55,False
2025-08-06,SKU_美_001,美妆商品1,美妆,华东仓,261,8,200,84.0,False
2025-08-06,SKU_美_002,美妆商品2,美妆,华东仓,655,43,92,45.15,True
2025-08-06,SKU_美_003,美妆商品3,美妆,华东仓,589,9,52,59.14999999999999,False
2025-08-06,SKU_美_004,美妆商品4,美妆,华东仓,570,27,146,81.2,False
2025-08-06,SKU_美_005,美妆商品5,美妆,华东仓,396,7,228,69.3,False
2025-08-06,SKU_美_001,美妆商品1,美妆,华南仓,557,25,58,74.89999999999999,False
2025-08-06,SKU_美_002,美妆商品2,美妆,华南仓,247,46,262,52.5,False
2025-08-06,SKU_美_003,美妆商品3,美妆,华南仓,794,46,202,76.3,False
2025-08-06,SKU_美_004,美妆商品4,美妆,华南仓,774,26,64,56.0,False
2025-08-06,SKU_美_005,美妆商品5,美妆,华南仓,706,7,261,46.199999999999996,False
2025-08-06,SKU_美_001,美妆商品1,美妆,华北仓,738,26,97,49.0,False
2025-08-06,SKU_美_002,美妆商品2,美妆,华北仓,195,11,174,51.1,False
2025-08-06,SKU_美_003,美妆商品3,美妆,华北仓,538,9,108,64.39999999999999,True
2025-08-06,SKU_美_004,美妆商品4,美妆,华北仓,194,20,132,73.85000000000001,False
2025-08-06,SKU_美_005,美妆商品5,美妆,华北仓,588,19,49,53.199999999999996,False
2025-08-06,SKU_食_001,食品商品1,食品,华东仓,159,7,296,52.85,False
2025-08-06,SKU_食_002,食品商品2,食品,华东仓,626,43,55,64.39999999999999,False
2025-08-06,SKU_食_003,食品商品3,食品,华东仓,246,32,22,53.550000000000004,False
2025-08-06,SKU_食_004,食品商品4,食品,华东仓,408,39,271,83.64999999999999,False
2025-08-06,SKU_食_005,食品商品5,食品,华东仓,177,32,54,46.9,False
2025-08-06,SKU_食_001,食品商品1,食品,华南仓,511,33,124,71.05,False
2025-08-06,SKU_食_002,食品商品2,食品,华南仓,601,21,112,61.949999999999996,False
2025-08-06,SKU_食_003,食品商品3,食品,华南仓,406,30,270,61.25,True
2025-08-06,SKU_食_004,食品商品4,食品,华南仓,767,24,211,42.699999999999996,False
2025-08-06,SKU_食_005,食品商品5,食品,华南仓,799,30,118,61.60000000000001,True
2025-08-06,SKU_食_001,食品商品1,食品,华北仓,467,30,298,79.10000000000001,False
2025-08-06,SKU_食_002,食品商品2,食品,华北仓,336,35,14,55.300000000000004,False
2025-08-06,SKU_食_003,食品商品3,食品,华北仓,526,10,284,70.0,True
2025-08-06,SKU_食_004,食品商品4,食品,华北仓,702,12,224,53.550000000000004,True
2025-08-06,SKU_食_005,食品商品5,食品,华北仓,283,13,149,71.75,False
2025-08-06,SKU_电_001,电子商品1,电子,华东仓,320,44,264,56.35000000000001,False
2025-08-06,SKU_电_002,电子商品2,电子,华东仓,715,7,240,42.699999999999996,False
2025-08-06,SKU_电_003,电子商品3,电子,华东仓,199,49,173,78.05,False
2025-08-06,SKU_电_004,电子商品4,电子,华东仓,627,17,16,54.949999999999996,True
2025-08-06,SKU_电_005,电子商品5,电子,华东仓,733,12,124,64.75,False
2025-08-06,SKU_电_001,电子商品1,电子,华南仓,694,36,245,62.64999999999999,False
2025-08-06,SKU_电_002,电子商品2,电子,华南仓,202,6,277,42.699999999999996,True
2025-08-06,SKU_电_003,电子商品3,电子,华南仓,230,30,183,66.5,False
2025-08-06,SKU_电_004,电子商品4,电子,华南仓,576,41,225,59.85000000000001,False
2025-08-06,SKU_电_005,电子商品5,电子,华南仓,109,9,53,83.3,False
2025-08-06,SKU_电_001,电子商品1,电子,华北仓,640,48,120,75.60000000000001,False
2025-08-06,SKU_电_002,电子商品2,电子,华北仓,290,38,101,49.35,False
2025-08-06,SKU_电_003,电子商品3,电子,华北仓,735,11,265,42.699999999999996,False
2025-08-06,SKU_电_004,电子商品4,电子,华北仓,795,22,182,61.60000000000001,False
2025-08-06,SKU_电_005,电子商品5,电子,华北仓,165,32,105,79.45,True
2025-08-06,SKU_服_001,服装商品1,服装,华东仓,648,13,92,65.10000000000001,False
2025-08-06,SKU_服_002,服装商品2,服装,华东仓,238,41,22,43.050000000000004,False
2025-08-06,SKU_服_003,服装商品3,服装,华东仓,679,29,109,73.85000000000001,False
2025-08-06,SKU_服_004,服装商品4,服装,华东仓,568,47,217,69.64999999999999,False
2025-08-06,SKU_服_005,服装商品5,服装,华东仓,526,47,62,42.0,False
2025-08-06,SKU_服_001,服装商品1,服装,华南仓,299,29,19,67.89999999999999,False
2025-08-06,SKU_服_002,服装商品2,服装,华南仓,324,26,217,76.3,False
2025-08-06,SKU_服_003,服装商品3,服装,华南仓,793,37,237,47.949999999999996,False
2025-08-06,SKU_服_004,服装商品4,服装,华南仓,350,24,106,45.85,True
2025-08-06,SKU_服_005,服装商品5,服装,华南仓,102,8,44,46.550000000000004,False
2025-08-06,SKU_服_001,服装商品1,服装,华北仓,788,46,219,73.85000000000001,False
2025-08-06,SKU_服_002,服装商品2,服装,华北仓,498,33,203,44.800000000000004,False
2025-08-06,SKU_服_003,服装商品3,服装,华北仓,739,40,166,56.0,True
2025-08-06,SKU_服_004,服装商品4,服装,华北仓,471,30,214,68.25,False
2025-08-06,SKU_服_005,服装商品5,服装,华北仓,538,21,53,65.45,True
2025-08-07,SKU_美_001,美妆商品1,美妆,华东仓,549,49,109,65.8,False
2025-08-07,SKU_美_002,美妆商品2,美妆,华东仓,734,31,142,84.0,False
2025-08-07,SKU_美_003,美妆商品3,美妆,华东仓,378,22,165,61.949999999999996,False
2025-08-07,SKU_美_004,美妆商品4,美妆,华东仓,383,7,30,49.0,True
2025-08-07,SKU_美_005,美妆商品5,美妆,华东仓,286,6,246,65.8,False
2025-08-07,SKU_美_001,美妆商品1,美妆,华南仓,241,35,10,79.10000000000001,False
2025-08-07,SKU_美_002,美妆商品2,美妆,华南仓,593,38,290,54.6,False
2025-08-07,SKU_美_003,美妆商品3,美妆,华南仓,757,12,279,65.10000000000001,False
2025-08-07,SKU_美_004,美妆商品4,美妆,华南仓,201,6,67,60.199999999999996,False
2025-08-07,SKU_美_005,美妆商品5,美妆,华南仓,776,38,296,82.60000000000001,False
2025-08-07,SKU_美_001,美妆商品1,美妆,华北仓,316,25,138,49.699999999999996,False
2025-08-07,SKU_美_002,美妆商品2,美妆,华北仓,107,16,126,58.449999999999996,False
2025-08-07,SKU_美_003,美妆商品3,美妆,华北仓,225,8,78,57.75,False
2025-08-07,SKU_美_004,美妆商品4,美妆,华北仓,444,5,29,61.60000000000001,False
2025-08-07,SKU_美_005,美妆商品5,美妆,华北仓,755,25,27,71.75,False
2025-08-07,SKU_食_001,食品商品1,食品,华东仓,694,7,183,47.6,False
2025-08-07,SKU_食_002,食品商品2,食品,华东仓,543,46,288,55.65,False
2025-08-07,SKU_食_003,食品商品3,食品,华东仓,319,31,146,68.60000000000001,False
2025-08-07,SKU_食_004,食品商品4,食品,华东仓,204,21,150,83.3,False
2025-08-07,SKU_食_005,食品商品5,食品,华东仓,693,25,238,47.949999999999996,True
2025-08-07,SKU_食_001,食品商品1,食品,华南仓,202,26,283,51.449999999999996,True
2025-08-07,SKU_食_002,食品商品2,食品,华南仓,338,38,265,67.55,False
2025-08-07,SKU_食_003,食品商品3,食品,华南仓,174,39,6,46.9,False
2025-08-07,SKU_食_004,食品商品4,食品,华南仓,408,27,213,53.550000000000004,False
2025-08-07,SKU_食_005,食品商品5,食品,华南仓,192,34,34,69.64999999999999,False
2025-08-07,SKU_食_001,食品商品1,食品,华北仓,404,16,273,60.199999999999996,False
2025-08-07,SKU_食_002,食品商品2,食品,华北仓,559,48,274,57.39999999999999,False
2025-08-07,SKU_食_003,食品商品3,食品,华北仓,476,44,92,42.0,False
2025-08-07,SKU_食_004,食品商品4,食品,华北仓,236,40,183,53.9,False
2025-08-07,SKU_食_005,食品商品5,食品,华北仓,737,22,59,65.45,False
2025-08-07,SKU_电_001,电子商品1,电子,华东仓,210,18,6,73.5,False
2025-08-07,SKU_电_002,电子商品2,电子,华东仓,503,21,31,74.55,False
2025-08-07,SKU_电_003,电子商品3,电子,华东仓,589,31,248,58.10000000000001,True
2025-08-07,SKU_电_004,电子商品4,电子,华东仓,737,17,239,58.800000000000004,False
2025-08-07,SKU_电_005,电子商品5,电子,华东仓,297,12,50,61.25,True
2025-08-07,SKU_电_001,电子商品1,电子,华南仓,443,49,46,66.5,False
2025-08-07,SKU_电_002,电子商品2,电子,华南仓,528,42,35,78.39999999999999,False
2025-08-07,SKU_电_003,电子商品3,电子,华南仓,187,14,173,45.85,False
2025-08-07,SKU_电_004,电子商品4,电子,华南仓,234,43,232,48.65,True
2025-08-07,SKU_电_005,电子商品5,电子,华南仓,519,22,283,51.449999999999996,True
2025-08-07,SKU_电_001,电子商品1,电子,华北仓,693,43,219,68.25,False
2025-08-07,SKU_电_002,电子商品2,电子,华北仓,368,14,110,77.0,True
2025-08-07,SKU_电_003,电子商品3,电子,华北仓,730,28,160,61.25,False
2025-08-07,SKU_电_004,电子商品4,电子,华北仓,359,19,70,49.699999999999996,False
2025-08-07,SKU_电_005,电子商品5,电子,华北仓,233,30,63,69.3,False
2025-08-07,SKU_服_001,服装商品1,服装,华东仓,201,36,196,59.85000000000001,False
2025-08-07,SKU_服_002,服装商品2,服装,华东仓,455,30,298,46.550000000000004,False
2025-08-07,SKU_服_003,服装商品3,服装,华东仓,352,32,64,66.85000000000001,False
2025-08-07,SKU_服_004,服装商品4,服装,华东仓,748,37,197,75.25,False
2025-08-07,SKU_服_005,服装商品5,服装,华东仓,145,35,233,43.4,False
2025-08-07,SKU_服_001,服装商品1,服装,华南仓,701,30,111,83.64999999999999,False
2025-08-07,SKU_服_002,服装商品2,服装,华南仓,422,19,227,76.3,False
2025-08-07,SKU_服_003,服装商品3,服装,华南仓,744,35,240,72.45,False
2025-08-07,SKU_服_004,服装商品4,服装,华南仓,187,11,236,46.199999999999996,False
2025-08-07,SKU_服_005,服装商品5,服装,华南仓,392,32,17,56.699999999999996,False
2025-08-07,SKU_服_001,服装商品1,服装,华北仓,128,37,58,82.25,True
2025-08-07,SKU_服_002,服装商品2,服装,华北仓,122,24,37,63.699999999999996,False
2025-08-07,SKU_服_003,服装商品3,服装,华北仓,678,24,269,77.35000000000001,False
2025-08-07,SKU_服_004,服装商品4,服装,华北仓,315,27,272,50.4,False
2025-08-07,SKU_服_005,服装商品5,服装,华北仓,732,17,120,74.89999999999999,False
2025-08-08,SKU_美_001,美妆商品1,美妆,华东仓,601,41,267,62.300000000000004,False
2025-08-08,SKU_美_002,美妆商品2,美妆,华东仓,405,12,1,67.55,False
2025-08-08,SKU_美_003,美妆商品3,美妆,华东仓,602,16,86,82.95,True
2025-08-08,SKU_美_004,美妆商品4,美妆,华东仓,500,37,172,68.95,True
2025-08-08,SKU_美_005,美妆商品5,美妆,华东仓,391,30,93,65.45,False
2025-08-08,SKU_美_001,美妆商品1,美妆,华南仓,301,49,198,81.55,False
2025-08-08,SKU_美_002,美妆商品2,美妆,华南仓,693,14,32,82.60000000000001,False
2025-08-08,SKU_美_003,美妆商品3,美妆,华南仓,548,27,298,67.55,False
2025-08-08,SKU_美_004,美妆商品4,美妆,华南仓,503,47,138,70.7,True
2025-08-08,SKU_美_005,美妆商品5,美妆,华南仓,796,8,47,59.85000000000001,False
2025-08-08,SKU_美_001,美妆商品1,美妆,华北仓,467,26,100,71.75,False
2025-08-08,SKU_美_002,美妆商品2,美妆,华北仓,433,43,56,71.05,False
2025-08-08,SKU_美_003,美妆商品3,美妆,华北仓,143,47,48,65.45,False
2025-08-08,SKU_美_004,美妆商品4,美妆,华北仓,656,16,199,50.75,False
2025-08-08,SKU_美_005,美妆商品5,美妆,华北仓,353,32,230,78.05,False
2025-08-08,SKU_食_001,食品商品1,食品,华东仓,727,10,4,61.25,False
2025-08-08,SKU_食_002,食品商品2,食品,华东仓,783,29,16,73.14999999999999,False
2025-08-08,SKU_食_003,食品商品3,食品,华东仓,487,23,41,48.65,False
2025-08-08,SKU_食_004,食品商品4,食品,华东仓,211,27,160,52.5,False
2025-08-08,SKU_食_005,食品商品5,食品,华东仓,394,48,185,72.10000000000001,False
2025-08-08,SKU_食_001,食品商品1,食品,华南仓,453,18,291,63.699999999999996,False
2025-08-08,SKU_食_002,食品商品2,食品,华南仓,772,9,33,77.7,True
2025-08-08,SKU_食_003,食品商品3,食品,华南仓,795,46,198,59.5,True
2025-08-08,SKU_食_004,食品商品4,食品,华南仓,370,43,273,51.449999999999996,False
2025-08-08,SKU_食_005,食品商品5,食品,华南仓,581,6,70,59.85000000000001,False
2025-08-08,SKU_食_001,食品商品1,食品,华北仓,177,23,145,52.5,False
2025-08-08,SKU_食_002,食品商品2,食品,华北仓,300,16,68,65.45,False
2025-08-08,SKU_食_003,食品商品3,食品,华北仓,464,22,161,66.85000000000001,False
2025-08-08,SKU_食_004,食品商品4,食品,华北仓,116,22,120,82.25,False
2025-08-08,SKU_食_005,食品商品5,食品,华北仓,551,41,166,62.300000000000004,False
2025-08-08,SKU_电_001,电子商品1,电子,华东仓,625,27,10,47.25,False
2025-08-08,SKU_电_002,电子商品2,电子,华东仓,553,20,134,71.75,False
2025-08-08,SKU_电_003,电子商品3,电子,华东仓,703,41,162,51.800000000000004,False
2025-08-08,SKU_电_004,电子商品4,电子,华东仓,105,13,76,56.699999999999996,False
2025-08-08,SKU_电_005,电子商品5,电子,华东仓,548,26,19,66.5,False
2025-08-08,SKU_电_001,电子商品1,电子,华南仓,779,40,16,47.949999999999996,False
2025-08-08,SKU_电_002,电子商品2,电子,华南仓,485,6,43,57.39999999999999,False
2025-08-08,SKU_电_003,电子商品3,电子,华南仓,771,25,31,49.699999999999996,False
2025-08-08,SKU_电_004,电子商品4,电子,华南仓,553,47,253,45.5,False
2025-08-08,SKU_电_005,电子商品5,电子,华南仓,236,8,279,82.25,False
2025-08-08,SKU_电_001,电子商品1,电子,华北仓,276,43,175,44.800000000000004,False
2025-08-08,SKU_电_002,电子商品2,电子,华北仓,205,8,101,61.949999999999996,False
2025-08-08,SKU_电_003,电子商品3,电子,华北仓,102,29,121,52.85,False
2025-08-08,SKU_电_004,电子商品4,电子,华北仓,338,5,107,46.550000000000004,False
2025-08-08,SKU_电_005,电子商品5,电子,华北仓,186,17,114,55.65,False
2025-08-08,SKU_服_001,服装商品1,服装,华东仓,450,20,33,47.25,True
2025-08-08,SKU_服_002,服装商品2,服装,华东仓,399,49,176,77.35000000000001,False
2025-08-08,SKU_服_003,服装商品3,服装,华东仓,665,36,110,72.8,False
2025-08-08,SKU_服_004,服装商品4,服装,华东仓,722,45,245,51.1,False
2025-08-08,SKU_服_005,服装商品5,服装,华东仓,355,23,180,78.75,False
2025-08-08,SKU_服_001,服装商品1,服装,华南仓,258,45,28,47.6,False
2025-08-08,SKU_服_002,服装商品2,服装,华南仓,749,38,98,56.35000000000001,False
2025-08-08,SKU_服_003,服装商品3,服装,华南仓,190,15,188,60.199999999999996,False
2025-08-08,SKU_服_004,服装商品4,服装,华南仓,176,28,282,59.14999999999999,False
2025-08-08,SKU_服_005,服装商品5,服装,华南仓,562,44,220,78.75,False
2025-08-08,SKU_服_001,服装商品1,服装,华北仓,371,10,282,79.45,False
2025-08-08,SKU_服_002,服装商品2,服装,华北仓,145,22,162,50.4,False
2025-08-08,SKU_服_003,服装商品3,服装,华北仓,225,43,49,46.550000000000004,False
2025-08-08,SKU_服_004,服装商品4,服装,华北仓,110,5,111,62.300000000000004,False
2025-08-08,SKU_服_005,服装商品5,服装,华北仓,343,21,38,61.949999999999996,True
2025-08-09,SKU_美_001,美妆商品1,美妆,华东仓,397,26,92,80.14999999999999,True
2025-08-09,SKU_美_002,美妆商品2,美妆,华东仓,549,42,208,63.0,False
2025-08-09,SKU_美_003,美妆商品3,美妆,华东仓,758,25,82,53.550000000000004,False
2025-08-09,SKU_美_004,美妆商品4,美妆,华东仓,541,13,64,82.95,True
2025-08-09,SKU_美_005,美妆商品5,美妆,华东仓,356,39,248,49.699999999999996,False
2025-08-09,SKU_美_001,美妆商品1,美妆,华南仓,677,31,50,67.2,False
2025-08-09,SKU_美_002,美妆商品2,美妆,华南仓,458,35,94,46.550000000000004,False
2025-08-09,SKU_美_003,美妆商品3,美妆,华南仓,233,31,8,82.95,False
