日期,计划ID,计划名称,计划类型,品类,展现量,点击量,点击率,花费,平均点击花费,直接支付订单数,直接支付金额,间接支付订单数,间接支付金额,ROI
2025-08-18,camp_淘_002,食品特卖-直播推广,直播推广,食品,131364,5046,0.0384,4142.5,0.82,42,2168.71,8,393.32,0.62
2025-08-18,camp_淘_003,电子数码-智能推荐,信息流,电子,61982,2527,0.0408,1878.65,0.74,24,7303.71,5,1818.81,4.86
2025-08-18,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,71629,1487,0.0208,1434.08,0.96,13,4859.44,3,1019.23,4.1
2025-08-18,camp_淘_005,服装上新-信息流,信息流,服装,86781,3598,0.0415,2830.79,0.79,29,5550.36,4,706.05,2.21
2025-08-18,camp_淘_006,服装大促-搜索推广,搜索推广,服装,99449,3787,0.0381,3389.39,0.9,60,10433.4,11,2030.32,3.68
2025-08-18,camp_淘_007,食品健康-搜索推广,搜索推广,食品,118406,3812,0.0322,4257.92,1.12,68,2463.75,19,968.84,0.81
2025-08-19,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,79225,3414,0.0431,3979.15,1.17,59,7506.17,6,747.47,2.07
2025-08-19,camp_淘_001,美妆新品-信息流,信息流,美妆,115096,3786,0.0329,1636.66,0.43,80,8784.52,8,874.23,5.9
2025-08-19,camp_淘_002,食品特卖-直播推广,直播推广,食品,66591,1832,0.0275,1152.33,0.63,41,2183.07,4,184.24,2.05
2025-08-19,camp_淘_003,电子数码-智能推荐,信息流,电子,53334,1190,0.0223,1306.91,1.1,24,8261.6,5,1982.92,7.84
2025-08-19,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,83815,2662,0.0318,3123.61,1.17,35,14370.1,4,1377.59,5.04
2025-08-19,camp_淘_005,服装上新-信息流,信息流,服装,77276,2571,0.0333,2351.55,0.91,61,10537.44,17,3473.05,5.96
2025-08-19,camp_淘_006,服装大促-搜索推广,搜索推广,服装,63716,2591,0.0407,1699.69,0.66,58,10672.92,10,1955.66,7.43
2025-08-19,camp_淘_007,食品健康-搜索推广,搜索推广,食品,123922,4869,0.0393,2732.82,0.56,120,5810.1,18,900.54,2.46
2025-08-20,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,98355,2527,0.0257,1699.12,0.67,27,3727.12,3,415.43,2.44
2025-08-20,camp_淘_001,美妆新品-信息流,信息流,美妆,94048,2591,0.0276,2434.96,0.94,61,8224.5,13,1663.01,4.06
2025-08-20,camp_淘_002,食品特卖-直播推广,直播推广,食品,119726,2351,0.0196,1450.46,0.62,32,1479.83,5,225.85,1.18
2025-08-20,camp_淘_003,电子数码-智能推荐,信息流,电子,68918,2633,0.0382,1547.53,0.59,22,8838.22,2,605.86,6.1
2025-08-20,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,81416,2630,0.0323,2284.92,0.87,57,21567.39,7,2732.45,10.63
2025-08-20,camp_淘_005,服装上新-信息流,信息流,服装,66253,2739,0.0414,2291.11,0.84,57,11039.99,9,1747.28,5.58
2025-08-20,camp_淘_006,服装大促-搜索推广,搜索推广,服装,102785,3515,0.0342,3616.87,1.03,72,13076.22,8,1447.64,4.02
2025-08-20,camp_淘_007,食品健康-搜索推广,搜索推广,食品,117349,4756,0.0405,2444.51,0.51,88,3431.34,19,790.97,1.73
2025-08-21,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,118095,2347,0.0199,1043.5,0.44,50,6013.95,14,1996.29,7.68
2025-08-21,camp_淘_001,美妆新品-信息流,信息流,美妆,128963,3773,0.0293,3526.29,0.93,65,8305.07,16,1824.07,2.87
2025-08-21,camp_淘_002,食品特卖-直播推广,直播推广,食品,56716,2546,0.0449,1397.93,0.55,50,2253.45,12,546.68,2.0
2025-08-21,camp_淘_003,电子数码-智能推荐,信息流,电子,74668,2518,0.0337,1048.87,0.42,30,10710.16,7,2261.82,12.37
2025-08-21,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,132877,2734,0.0206,3225.62,1.18,60,21578.28,11,3898.36,7.9
2025-08-21,camp_淘_005,服装上新-信息流,信息流,服装,53641,973,0.0181,539.65,0.55,13,1762.19,1,186.93,3.61
2025-08-21,camp_淘_006,服装大促-搜索推广,搜索推广,服装,129252,2669,0.0207,1888.04,0.71,63,10466.71,13,2437.98,6.83
2025-08-21,camp_淘_007,食品健康-搜索推广,搜索推广,食品,124965,3312,0.0265,2668.02,0.81,56,2097.38,12,548.13,0.99
2025-08-22,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,88409,2013,0.0228,1919.01,0.95,35,4305.31,9,1239.18,2.89
2025-08-22,camp_淘_001,美妆新品-信息流,信息流,美妆,87749,2477,0.0282,2881.24,1.16,47,5879.72,6,855.99,2.34
2025-08-22,camp_淘_002,食品特卖-直播推广,直播推广,食品,55161,2022,0.0367,2028.47,1.0,22,1086.72,5,234.05,0.65
2025-08-22,camp_淘_003,电子数码-智能推荐,信息流,电子,83883,2082,0.0248,1340.93,0.64,41,16458.99,6,2143.29,13.87
2025-08-22,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,121209,5001,0.0413,5771.63,1.15,91,33983.95,12,4168.88,6.61
2025-08-22,camp_淘_005,服装上新-信息流,信息流,服装,116075,4290,0.037,3326.56,0.78,38,5983.78,9,1715.47,2.31
2025-08-22,camp_淘_006,服装大促-搜索推广,搜索推广,服装,55872,2280,0.0408,1271.61,0.56,44,8122.19,12,2110.11,8.05
2025-08-22,camp_淘_007,食品健康-搜索推广,搜索推广,食品,54640,2187,0.04,1756.47,0.8,35,1293.83,6,280.6,0.9
2025-08-23,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,137232,4683,0.0341,5561.2,1.19,76,11100.45,16,1854.61,2.33
2025-08-23,camp_淘_001,美妆新品-信息流,信息流,美妆,144735,4463,0.0308,2340.06,0.52,99,13702.4,28,3662.35,7.42
2025-08-23,camp_淘_002,食品特卖-直播推广,直播推广,食品,115037,2376,0.0207,2562.04,1.08,20,909.62,2,86.85,0.39
2025-08-23,camp_淘_003,电子数码-智能推荐,信息流,电子,134132,5602,0.0418,3991.94,0.71,124,36518.21,28,7150.79,10.94
2025-08-23,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,129532,4901,0.0378,2743.52,0.56,61,20026.9,10,3756.41,8.67
2025-08-23,camp_淘_005,服装上新-信息流,信息流,服装,141042,4146,0.0294,4884.95,1.18,56,9573.74,10,1612.27,2.29
2025-08-23,camp_淘_006,服装大促-搜索推广,搜索推广,服装,126004,3943,0.0313,4405.04,1.12,32,5847.06,6,1084.17,1.57
2025-08-23,camp_淘_007,食品健康-搜索推广,搜索推广,食品,110526,3131,0.0283,1477.29,0.47,72,3496.53,15,666.14,2.82
2025-08-24,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,52408,1908,0.0364,2176.85,1.14,23,2598.97,3,414.5,1.38
2025-08-24,camp_淘_001,美妆新品-信息流,信息流,美妆,78904,2967,0.0376,3534.93,1.19,72,9914.96,18,2288.54,3.45
2025-08-24,camp_淘_002,食品特卖-直播推广,直播推广,食品,88361,2329,0.0264,2489.45,1.07,45,2313.05,13,533.23,1.14
2025-08-24,camp_淘_003,电子数码-智能推荐,信息流,电子,133235,4326,0.0325,4967.94,1.15,83,27294.65,14,5452.8,6.59
2025-08-24,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,136499,4378,0.0321,3747.3,0.86,93,27796.2,16,5526.3,8.89
2025-08-24,camp_淘_005,服装上新-信息流,信息流,服装,134837,4699,0.0349,4047.8,0.86,63,10395.63,15,2937.84,3.29
2025-08-24,camp_淘_006,服装大促-搜索推广,搜索推广,服装,85036,1735,0.0204,1918.59,1.11,29,5778.01,4,691.08,3.37
2025-08-24,camp_淘_007,食品健康-搜索推广,搜索推广,食品,141920,4404,0.031,2624.65,0.6,90,4651.53,19,905.25,2.12
2025-08-25,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,113302,3757,0.0332,4044.35,1.08,54,6921.39,7,979.78,1.95
2025-08-25,camp_淘_001,美妆新品-信息流,信息流,美妆,94510,3282,0.0347,3249.6,0.99,67,8298.48,20,2326.06,3.27
2025-08-25,camp_淘_002,食品特卖-直播推广,直播推广,食品,120620,2970,0.0246,1907.45,0.64,68,2651.46,9,442.69,1.62
2025-08-25,camp_淘_003,电子数码-智能推荐,信息流,电子,98970,4405,0.0445,2311.62,0.52,36,12720.03,4,1498.88,6.15
2025-08-25,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,83024,2910,0.0351,1788.99,0.61,72,29957.12,7,2560.94,18.18
2025-08-25,camp_淘_005,服装上新-信息流,信息流,服装,61125,1825,0.0299,1312.87,0.72,44,8504.82,8,1317.47,7.48
2025-08-25,camp_淘_006,服装大促-搜索推广,搜索推广,服装,78275,2389,0.0305,2144.17,0.9,53,9573.3,13,2100.72,5.44
2025-08-25,camp_淘_007,食品健康-搜索推广,搜索推广,食品,70739,2948,0.0417,1460.75,0.5,58,2486.04,6,254.59,1.88
2025-08-26,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,53377,1630,0.0305,1923.56,1.18,23,2246.43,6,855.08,1.61
2025-08-26,camp_淘_001,美妆新品-信息流,信息流,美妆,61206,1687,0.0276,1880.88,1.11,17,2110.48,4,507.14,1.39
2025-08-26,camp_淘_002,食品特卖-直播推广,直播推广,食品,131599,5506,0.0418,6443.71,1.17,44,1769.73,7,341.59,0.33
2025-08-26,camp_淘_003,电子数码-智能推荐,信息流,电子,124822,5005,0.0401,4286.81,0.86,74,29949.55,16,5983.13,8.38
2025-08-26,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,112917,2794,0.0247,3182.77,1.14,35,12593.42,9,3271.45,4.98
2025-08-26,camp_淘_005,服装上新-信息流,信息流,服装,66753,1264,0.0189,537.27,0.43,23,3376.39,6,1098.24,8.33
2025-08-26,camp_淘_006,服装大促-搜索推广,搜索推广,服装,84796,3513,0.0414,3851.1,1.1,46,7827.83,12,1869.81,2.52
2025-08-26,camp_淘_007,食品健康-搜索推广,搜索推广,食品,89128,3975,0.0446,2323.36,0.58,45,2108.15,7,332.22,1.05
2025-08-27,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,51901,1931,0.0372,1652.93,0.86,20,2378.77,4,572.02,1.79
2025-08-27,camp_淘_001,美妆新品-信息流,信息流,美妆,129666,4485,0.0346,2385.14,0.53,79,9650.98,10,1056.48,4.49
2025-08-27,camp_淘_002,食品特卖-直播推广,直播推广,食品,56623,1930,0.0341,1981.43,1.03,27,1063.09,3,138.27,0.61
2025-08-27,camp_淘_003,电子数码-智能推荐,信息流,电子,133990,4974,0.0371,2213.41,0.44,92,31838.28,24,8449.55,18.2
2025-08-27,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,73656,2162,0.0294,2406.06,1.11,37,11350.02,6,2136.86,5.61
2025-08-27,camp_淘_005,服装上新-信息流,信息流,服装,52187,1420,0.0272,1051.46,0.74,29,5406.07,4,701.08,5.81
2025-08-27,camp_淘_006,服装大促-搜索推广,搜索推广,服装,94377,3467,0.0367,3438.08,0.99,61,11544.63,12,2115.93,3.97
2025-08-27,camp_淘_007,食品健康-搜索推广,搜索推广,食品,106428,4417,0.0415,3896.13,0.88,46,2218.89,8,365.07,0.66
2025-08-28,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,90999,2741,0.0301,2565.19,0.94,61,7830.8,15,2005.21,3.83
2025-08-28,camp_淘_001,美妆新品-信息流,信息流,美妆,78788,3172,0.0403,2791.87,0.88,67,7782.9,14,1733.61,3.41
2025-08-28,camp_淘_002,食品特卖-直播推广,直播推广,食品,146906,5100,0.0347,5072.43,0.99,103,4240.16,14,762.35,0.99
2025-08-28,camp_淘_003,电子数码-智能推荐,信息流,电子,100343,2970,0.0296,2322.71,0.78,55,18871.52,8,2811.5,9.34
2025-08-28,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,122778,4715,0.0384,5598.59,1.19,59,19913.87,7,2747.35,4.05
2025-08-28,camp_淘_005,服装上新-信息流,信息流,服装,98769,2100,0.0213,2161.41,1.03,48,9378.37,13,2291.4,5.4
2025-08-28,camp_淘_006,服装大促-搜索推广,搜索推广,服装,74710,1881,0.0252,2017.44,1.07,30,5520.01,3,574.96,3.02
2025-08-28,camp_淘_007,食品健康-搜索推广,搜索推广,食品,62744,2680,0.0427,2896.28,1.08,54,2645.39,10,459.19,1.07
2025-08-29,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,70918,1907,0.0269,1228.6,0.64,17,2734.87,2,267.39,2.44
2025-08-29,camp_淘_001,美妆新品-信息流,信息流,美妆,135494,2577,0.019,3059.58,1.19,24,3394.38,6,716.87,1.34
2025-08-29,camp_淘_002,食品特卖-直播推广,直播推广,食品,115997,2788,0.024,2951.19,1.06,34,1562.38,8,469.71,0.69
2025-08-29,camp_淘_003,电子数码-智能推荐,信息流,电子,98998,4424,0.0447,4870.37,1.1,55,18305.49,10,3306.81,4.44
2025-08-29,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,68790,3090,0.0449,3601.71,1.17,73,26700.45,10,3410.83,8.36
2025-08-29,camp_淘_005,服装上新-信息流,信息流,服装,107377,4301,0.0401,2829.78,0.66,105,18788.11,25,5105.71,8.44
2025-08-29,camp_淘_006,服装大促-搜索推广,搜索推广,服装,143069,3031,0.0212,3123.39,1.03,34,5562.42,7,1044.03,2.12
2025-08-29,camp_淘_007,食品健康-搜索推广,搜索推广,食品,112531,3765,0.0335,3067.48,0.81,92,4698.45,11,462.67,1.68
2025-08-30,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,100456,3626,0.0361,2829.93,0.78,49,6460.37,5,556.91,2.48
2025-08-30,camp_淘_001,美妆新品-信息流,信息流,美妆,130138,5512,0.0424,5786.58,1.05,127,18959.47,32,4113.25,3.99
2025-08-30,camp_淘_002,食品特卖-直播推广,直播推广,食品,84928,3530,0.0416,2555.74,0.72,68,3260.32,18,759.68,1.57
2025-08-30,camp_淘_003,电子数码-智能推荐,信息流,电子,88871,1829,0.0206,1628.01,0.89,17,5021.15,2,659.88,3.49
2025-08-30,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,94222,1995,0.0212,1485.6,0.74,31,12032.86,8,3100.24,10.19
2025-08-30,camp_淘_005,服装上新-信息流,信息流,服装,94745,4181,0.0441,1935.7,0.46,100,18734.55,23,3881.97,11.68
2025-08-30,camp_淘_006,服装大促-搜索推广,搜索推广,服装,134456,3384,0.0252,2808.69,0.83,73,10996.92,16,2783.97,4.91
2025-08-30,camp_淘_007,食品健康-搜索推广,搜索推广,食品,70411,2364,0.0336,2294.75,0.97,39,1914.09,11,540.53,1.07
2025-08-31,camp_淘_000,美妆爆款-精准人群,搜索推广,美妆,84118,1549,0.0184,1551.67,1.0,15,1954.97,4,533.63,1.6
2025-08-31,camp_淘_001,美妆新品-信息流,信息流,美妆,133076,3212,0.0241,3782.35,1.18,47,5807.84,11,1376.34,1.9
2025-08-31,camp_淘_002,食品特卖-直播推广,直播推广,食品,93166,3651,0.0392,1512.49,0.41,43,2281.08,8,376.63,1.76
2025-08-31,camp_淘_003,电子数码-智能推荐,信息流,电子,132278,4446,0.0336,1975.79,0.44,110,36987.46,27,9944.39,23.75
2025-08-31,camp_淘_004,电子旗舰-搜索推广,搜索推广,电子,147954,3360,0.0227,1413.75,0.42,83,27777.21,18,6366.42,24.15
2025-08-31,camp_淘_005,服装上新-信息流,信息流,服装,146002,4609,0.0316,4160.22,0.9,110,18835.02,17,2990.04,5.25
2025-08-31,camp_淘_006,服装大促-搜索推广,搜索推广,服装,64936,2592,0.0399,2682.41,1.03,44,7944.27,6,1217.05,3.42
2025-08-31,camp_淘_007,食品健康-搜索推广,搜索推广,食品,91567,3901,0.0426,4436.7,1.14,58,2622.72,14,528.69,0.71
2025-08-01,camp_brand_0801,品牌焕新-开屏曝光,品牌广告,全品类,866641,2664,0.003,52995.28,21.65,4,708.58,0,0.0,0.007
2025-08-02,camp_brand_0802,品牌焕新-开屏曝光,品牌广告,全品类,881063,2954,0.003,51851.04,21.19,1,578.56,0,0.0,0.014
2025-08-03,camp_brand_0803,品牌焕新-开屏曝光,品牌广告,全品类,864833,2145,0.003,45888.27,19.45,2,86.35,0,0.0,0.007
2025-08-04,camp_brand_0804,品牌焕新-开屏曝光,品牌广告,全品类,803071,2600,0.003,52352.24,18.52,0,691.77,0,0.0,0.014
2025-08-05,camp_brand_0805,品牌焕新-开屏曝光,品牌广告,全品类,872303,2927,0.003,47705.57,20.82,2,478.1,0,0.0,0.018
2025-08-06,camp_brand_0806,品牌焕新-开屏曝光,品牌广告,全品类,748288,2367,0.003,52330.21,20.78,4,64.37,0,0.0,0.019
2025-08-07,camp_brand_0807,品牌焕新-开屏曝光,品牌广告,全品类,759022,2520,0.003,48539.79,21.49,2,754.67,0,0.0,0.016
2025-08-08,camp_brand_0808,品牌焕新-开屏曝光,品牌广告,全品类,777612,2033,0.003,53378.34,21.98,4,507.53,0,0.0,0.019
2025-08-09,camp_brand_0809,品牌焕新-开屏曝光,品牌广告,全品类,849824,2763,0.003,53231.99,19.92,1,365.75,0,0.0,0.006
2025-08-10,camp_brand_0810,品牌焕新-开屏曝光,品牌广告,全品类,798126,2652,0.003,51671.71,20.35,2,308.59,0,0.0,0.011
2025-08-11,camp_brand_0811,品牌焕新-开屏曝光,品牌广告,全品类,713856,2519,0.003,51764.79,21.1,3,144.72,0,0.0,0.018
2025-08-12,camp_brand_0812,品牌焕新-开屏曝光,品牌广告,全品类,783386,2152,0.003,50300.1,20.44,1,611.78,0,0.0,0.007
2025-08-13,camp_brand_0813,品牌焕新-开屏曝光,品牌广告,全品类,733482,2973,0.003,52203.43,21.7,0,581.32,0,0.0,0.016
2025-08-14,camp_brand_0814,品牌焕新-开屏曝光,品牌广告,全品类,891023,2116,0.003,47842.54,19.71,1,724.03,0,0.0,0.013
2025-08-15,camp_brand_0815,品牌焕新-开屏曝光,品牌广告,全品类,800626,2959,0.003,47138.34,18.1,4,393.03,0,0.0,0.013
2025-08-16,camp_brand_0816,品牌焕新-开屏曝光,品牌广告,全品类,733465,2811,0.003,53703.82,21.8,1,726.57,0,0.0,0.015
2025-08-17,camp_brand_0817,品牌焕新-开屏曝光,品牌广告,全品类,772020,2377,0.003,45030.61,20.2,4,46.67,0,0.0,0.015
2025-08-18,camp_brand_0818,品牌焕新-开屏曝光,品牌广告,全品类,731746,2220,0.003,52126.83,21.66,2,484.26,0,0.0,0.018
2025-08-19,camp_brand_0819,品牌焕新-开屏曝光,品牌广告,全品类,787127,2567,0.003,52517.56,19.19,4,154.49,0,0.0,0.006
2025-08-20,camp_brand_0820,品牌焕新-开屏曝光,品牌广告,全品类,822239,2508,0.003,52062.11,20.8,4,682.51,0,0.0,0.015
2025-08-21,camp_brand_0821,品牌焕新-开屏曝光,品牌广告,全品类,849850,2156,0.003,50630.39,21.43,1,695.2,0,0.0,0.015
2025-08-22,camp_brand_0822,品牌焕新-开屏曝光,品牌广告,全品类,718471,2353,0.003,51637.27,21.45,4,545.32,0,0.0,0.018
2025-08-23,camp_brand_0823,品牌焕新-开屏曝光,品牌广告,全品类,744174,2864,0.003,49419.85,19.12,4,697.86,0,0.0,0.015
2025-08-24,camp_brand_0824,品牌焕新-开屏曝光,品牌广告,全品类,758276,2015,0.003,49853.76,21.0,3,133.97,0,0.0,0.009
2025-08-25,camp_brand_0825,品牌焕新-开屏曝光,品牌广告,全品类,750556,2978,0.003,54888.08,19.75,2,723.3,0,0.0,0.018
2025-08-26,camp_brand_0826,品牌焕新-开屏曝光,品牌广告,全品类,729922,2479,0.003,46190.89,21.12,2,795.19,0,0.0,0.018
2025-08-27,camp_brand_0827,品牌焕新-开屏曝光,品牌广告,全品类,831074,2464,0.003,53285.41,18.53,0,779.01,0,0.0,0.007
2025-08-28,camp_brand_0828,品牌焕新-开屏曝光,品牌广告,全品类,841277,2223,0.003,48445.59,18.68,2,305.35,0,0.0,0.012
2025-08-29,camp_brand_0829,品牌焕新-开屏曝光,品牌广告,全品类,769424,2103,0.003,48602.82,19.04,0,555.83,0,0.0,0.017
2025-08-30,camp_brand_0830,品牌焕新-开屏曝光,品牌广告,全品类,728543,2643,0.003,49898.48,21.12,4,366.14,0,0.0,0.012
2025-08-31,camp_brand_0831,品牌焕新-开屏曝光,品牌广告,全品类,771578,2572,0.003,54575.98,21.71,1,706.71,0,0.0,0.018
