日期,商品编码,商品名称,品类,商品访客数,product_pv,加购人数,支付订单数,支付金额,支付转化率,上架状态,listing_price,actual_selling_price,review_score,review_count
2025-07-22,SKU_美_005,美妆热卖商品5,美妆,864,2283,161,16,1620.64,0.0185,在售,144.0,101.29,4.3,2585
2025-07-22,SKU_美_006,美妆热卖商品6,美妆,1580,4001,267,28,3934.84,0.0177,在售,199.0,140.53,4.3,3779
2025-07-22,SKU_美_007,美妆热卖商品7,美妆,1028,2416,166,27,3893.94,0.0263,在售,180.0,144.22,4.8,1088
2025-07-22,SKU_美_008,美妆热卖商品8,美妆,1468,3984,161,39,6111.3,0.0266,在售,227.0,156.7,4.7,1713
2025-07-22,SKU_美_009,美妆热卖商品9,美妆,1158,2538,236,25,4026.0,0.0216,在售,214.0,161.04,4.8,2418
2025-07-22,SKU_美_010,美妆热卖商品10,美妆,2067,5138,374,43,5497.98,0.0208,在售,160.0,127.86,4.3,969
2025-07-22,SKU_服_001,服装热卖商品1,服装,1605,4168,202,34,5429.8,0.0212,在售,244.0,159.7,4.3,4990
2025-07-22,SKU_服_002,服装热卖商品2,服装,977,2652,181,29,5201.44,0.0297,在售,225.0,179.36,4.5,270
2025-07-22,SKU_服_003,服装热卖商品3,服装,1084,2748,149,19,3042.28,0.0175,在售,227.0,160.12,4.2,4031
2025-07-22,SKU_服_004,服装热卖商品4,服装,1116,3009,131,35,7495.95,0.0314,在售,267.0,214.17,4.5,2826
2025-07-22,SKU_服_005,服装热卖商品5,服装,1123,3170,151,26,4590.82,0.0232,在售,208.0,176.57,4.7,2129
2025-07-22,SKU_服_006,服装热卖商品6,服装,710,1925,155,18,3211.74,0.0254,在售,255.0,178.43,4.3,703
2025-07-22,SKU_服_007,服装热卖商品7,服装,1639,4891,344,35,6813.8,0.0214,在售,251.0,194.68,4.2,2976
2025-07-22,SKU_服_008,服装热卖商品8,服装,1169,2907,169,27,5056.83,0.0231,在售,221.0,187.29,4.5,513
2025-07-22,SKU_服_009,服装热卖商品9,服装,708,1426,77,19,4242.89,0.0268,在售,263.0,223.31,4.5,4790
2025-07-22,SKU_服_010,服装热卖商品10,服装,1532,4240,213,31,4768.11,0.0202,在售,205.0,153.81,4.2,1558
2025-07-23,SKU_美_001,美妆热卖商品1,美妆,813,2169,93,12,1371.12,0.0148,在售,157.0,114.26,4.4,4854
2025-07-23,SKU_美_002,美妆热卖商品2,美妆,1312,3065,270,25,4571.5,0.0191,在售,218.0,182.86,4.9,314
2025-07-23,SKU_美_003,美妆热卖商品3,美妆,649,1698,71,11,1793.55,0.0169,在售,221.0,163.05,4.2,866
2025-07-23,SKU_美_004,美妆热卖商品4,美妆,1266,2860,181,24,3723.84,0.019,在售,208.0,155.16,4.6,2928
2025-07-23,SKU_美_005,美妆热卖商品5,美妆,1446,4102,159,36,4278.6,0.0249,在售,144.0,118.85,4.3,2585
2025-07-23,SKU_美_006,美妆热卖商品6,美妆,1363,3598,142,26,3890.9,0.0191,在售,199.0,149.65,4.3,3779
2025-07-23,SKU_美_007,美妆热卖商品7,美妆,915,2323,100,23,3507.27,0.0251,在售,180.0,152.49,4.8,1088
2025-07-23,SKU_美_008,美妆热卖商品8,美妆,1479,3819,179,23,3451.15,0.0156,在售,227.0,150.05,4.7,1713
2025-07-23,SKU_美_009,美妆热卖商品9,美妆,1047,2181,112,20,3372.6,0.0191,在售,214.0,168.63,4.8,2418
2025-07-23,SKU_美_010,美妆热卖商品10,美妆,720,1702,77,12,1471.56,0.0167,在售,160.0,122.63,4.3,969
2025-07-23,SKU_服_001,服装热卖商品1,服装,1326,3127,148,33,6417.51,0.0249,在售,244.0,194.47,4.3,4990
2025-07-23,SKU_服_002,服装热卖商品2,服装,1333,3682,248,34,6487.2,0.0255,在售,225.0,190.8,4.5,270
2025-07-23,SKU_服_003,服装热卖商品3,服装,1392,3532,303,24,3622.8,0.0172,在售,227.0,150.95,4.2,4031
2025-07-23,SKU_服_004,服装热卖商品4,服装,997,2209,205,29,5533.78,0.0291,在售,267.0,190.82,4.5,2826
2025-07-23,SKU_服_005,服装热卖商品5,服装,1326,3632,164,23,3169.4,0.0173,在售,208.0,137.8,4.7,2129
2025-07-23,SKU_服_006,服装热卖商品6,服装,905,2615,162,22,3683.24,0.0243,在售,255.0,167.42,4.3,703
2025-07-23,SKU_服_007,服装热卖商品7,服装,448,1046,71,9,1510.38,0.0201,在售,251.0,167.82,4.2,2976
2025-07-23,SKU_服_008,服装热卖商品8,服装,768,1632,112,17,2898.33,0.0221,在售,221.0,170.49,4.5,513
2025-07-23,SKU_服_009,服装热卖商品9,服装,643,1861,114,16,3071.84,0.0249,在售,263.0,191.99,4.5,4790
2025-07-23,SKU_服_010,服装热卖商品10,服装,1084,2956,153,25,3464.0,0.0231,在售,205.0,138.56,4.2,1558
2025-07-24,SKU_美_001,美妆热卖商品1,美妆,942,2476,185,21,2695.56,0.0223,在售,157.0,128.36,4.4,4854
2025-07-24,SKU_美_002,美妆热卖商品2,美妆,1270,3762,268,29,4137.14,0.0228,在售,218.0,142.66,4.9,314
2025-07-24,SKU_美_003,美妆热卖商品3,美妆,1703,3834,233,29,4402.78,0.017,在售,221.0,151.82,4.2,866
2025-07-24,SKU_美_004,美妆热卖商品4,美妆,1253,3479,170,23,3989.81,0.0184,在售,208.0,173.47,4.6,2928
2025-07-24,SKU_美_005,美妆热卖商品5,美妆,1599,3506,301,35,3291.4,0.0219,在售,144.0,94.04,4.3,2585
2025-07-24,SKU_美_006,美妆热卖商品6,美妆,1029,2839,172,26,3700.58,0.0253,在售,199.0,142.33,4.3,3779
2025-07-24,SKU_美_007,美妆热卖商品7,美妆,1118,3310,144,31,4719.75,0.0277,在售,180.0,152.25,4.8,1088
2025-07-24,SKU_美_008,美妆热卖商品8,美妆,2058,5740,222,51,8353.29,0.0248,在售,227.0,163.79,4.7,1713
2025-07-24,SKU_美_009,美妆热卖商品9,美妆,1511,3579,151,24,4074.96,0.0159,在售,214.0,169.79,4.8,2418
2025-07-24,SKU_美_010,美妆热卖商品10,美妆,1376,3720,267,29,3092.56,0.0211,在售,160.0,106.64,4.3,969
2025-07-24,SKU_服_001,服装热卖商品1,服装,1015,2387,128,18,3565.8,0.0177,在售,244.0,198.1,4.3,4990
2025-07-24,SKU_服_002,服装热卖商品2,服装,513,1335,100,12,1837.08,0.0234,在售,225.0,153.09,4.5,270
2025-07-24,SKU_服_003,服装热卖商品3,服装,726,1504,84,16,2500.16,0.022,在售,227.0,156.26,4.2,4031
2025-07-24,SKU_服_004,服装热卖商品4,服装,1167,3107,173,28,5874.12,0.024,在售,267.0,209.79,4.5,2826
2025-07-24,SKU_服_005,服装热卖商品5,服装,722,1590,157,22,3441.02,0.0305,在售,208.0,156.41,4.7,2129
2025-07-24,SKU_服_006,服装热卖商品6,服装,482,1056,74,10,1710.5,0.0207,在售,255.0,171.05,4.3,703
2025-07-24,SKU_服_007,服装热卖商品7,服装,1491,3410,163,35,7172.2,0.0235,在售,251.0,204.92,4.2,2976
2025-07-24,SKU_服_008,服装热卖商品8,服装,930,2421,98,24,4016.16,0.0258,在售,221.0,167.34,4.5,513
2025-07-24,SKU_服_009,服装热卖商品9,服装,1302,3383,243,41,7607.96,0.0315,在售,263.0,185.56,4.5,4790
2025-07-24,SKU_服_010,服装热卖商品10,服装,780,1603,114,19,2786.54,0.0244,在售,205.0,146.66,4.2,1558
2025-07-25,SKU_美_001,美妆热卖商品1,美妆,1411,2868,300,27,2995.38,0.0191,在售,157.0,110.94,4.4,4854
2025-07-25,SKU_美_002,美妆热卖商品2,美妆,1352,2740,227,29,5329.04,0.0214,在售,218.0,183.76,4.9,314
2025-07-25,SKU_美_003,美妆热卖商品3,美妆,2081,5347,328,40,6388.4,0.0192,在售,221.0,159.71,4.2,866
2025-07-25,SKU_美_004,美妆热卖商品4,美妆,2103,5028,392,42,6066.48,0.02,在售,208.0,144.44,4.6,2928
2025-07-25,SKU_美_005,美妆热卖商品5,美妆,2101,5002,289,46,5162.58,0.0219,在售,144.0,112.23,4.3,2585
2025-07-25,SKU_美_006,美妆热卖商品6,美妆,2139,5733,380,40,5977.6,0.0187,在售,199.0,149.44,4.3,3779
2025-07-25,SKU_美_007,美妆热卖商品7,美妆,1533,3383,286,31,3718.76,0.0202,在售,180.0,119.96,4.8,1088
2025-07-25,SKU_美_008,美妆热卖商品8,美妆,1094,2849,137,23,4349.76,0.021,在售,227.0,189.12,4.7,1713
2025-07-25,SKU_美_009,美妆热卖商品9,美妆,908,2203,113,18,3042.72,0.0198,在售,214.0,169.04,4.8,2418
2025-07-25,SKU_美_010,美妆热卖商品10,美妆,1369,3080,155,34,4572.32,0.0248,在售,160.0,134.48,4.3,969
2025-07-25,SKU_服_001,服装热卖商品1,服装,566,1356,87,12,2249.28,0.0212,在售,244.0,187.44,4.3,4990
2025-07-25,SKU_服_002,服装热卖商品2,服装,1050,2162,212,21,3677.94,0.02,在售,225.0,175.14,4.5,270
2025-07-25,SKU_服_003,服装热卖商品3,服装,1474,3502,231,39,6602.7,0.0265,在售,227.0,169.3,4.2,4031
2025-07-25,SKU_服_004,服装热卖商品4,服装,606,1405,104,14,2496.48,0.0231,在售,267.0,178.32,4.5,2826
2025-07-25,SKU_服_005,服装热卖商品5,服装,1676,4322,353,49,8043.84,0.0292,在售,208.0,164.16,4.7,2129
2025-07-25,SKU_服_006,服装热卖商品6,服装,752,1521,79,19,4059.54,0.0253,在售,255.0,213.66,4.3,703
2025-07-25,SKU_服_007,服装热卖商品7,服装,1522,4373,233,33,5857.17,0.0217,在售,251.0,177.49,4.2,2976
2025-07-25,SKU_服_008,服装热卖商品8,服装,1242,3534,143,27,4803.03,0.0217,在售,221.0,177.89,4.5,513
2025-07-25,SKU_服_009,服装热卖商品9,服装,911,1949,133,21,3714.27,0.0231,在售,263.0,176.87,4.5,4790
2025-07-25,SKU_服_010,服装热卖商品10,服装,1147,3283,154,23,3346.5,0.0201,在售,205.0,145.5,4.2,1558
2025-07-26,SKU_美_001,美妆热卖商品1,美妆,1536,3213,163,38,4712.38,0.0247,在售,157.0,124.01,4.4,4854
2025-07-26,SKU_美_002,美妆热卖商品2,美妆,2398,7024,255,51,8245.17,0.0213,在售,218.0,161.67,4.9,314
2025-07-26,SKU_美_003,美妆热卖商品3,美妆,1907,4628,255,45,6952.5,0.0236,在售,221.0,154.5,4.2,866
2025-07-26,SKU_美_004,美妆热卖商品4,美妆,1316,2706,223,26,3598.14,0.0198,在售,208.0,138.39,4.6,2928
2025-07-26,SKU_美_005,美妆热卖商品5,美妆,1913,4467,365,50,5466.5,0.0261,在售,144.0,109.33,4.3,2585
2025-07-26,SKU_美_006,美妆热卖商品6,美妆,1391,4055,140,26,4378.92,0.0187,在售,199.0,168.42,4.3,3779
2025-07-26,SKU_美_007,美妆热卖商品7,美妆,785,1613,103,18,2311.56,0.0229,在售,180.0,128.42,4.8,1088
2025-07-26,SKU_美_008,美妆热卖商品8,美妆,1919,5320,389,41,6694.48,0.0214,在售,227.0,163.28,4.7,1713
2025-07-26,SKU_美_009,美妆热卖商品9,美妆,1687,3631,314,29,5098.49,0.0172,在售,214.0,175.81,4.8,2418
2025-07-26,SKU_美_010,美妆热卖商品10,美妆,1889,5138,240,44,4696.12,0.0233,在售,160.0,106.73,4.3,969
2025-07-26,SKU_服_001,服装热卖商品1,服装,1854,3807,240,46,7958.92,0.0248,在售,244.0,173.02,4.3,4990
2025-07-26,SKU_服_002,服装热卖商品2,服装,863,1905,103,20,2990.8,0.0232,在售,225.0,149.54,4.5,270
2025-07-26,SKU_服_003,服装热卖商品3,服装,1874,4337,253,47,8230.64,0.0251,在售,227.0,175.12,4.2,4031
2025-07-26,SKU_服_004,服装热卖商品4,服装,1576,3739,164,37,8290.59,0.0235,在售,267.0,224.07,4.5,2826
2025-07-26,SKU_服_005,服装热卖商品5,服装,1077,2333,116,25,3950.5,0.0232,在售,208.0,158.02,4.7,2129
2025-07-26,SKU_服_006,服装热卖商品6,服装,1433,4223,147,44,9391.36,0.0307,在售,255.0,213.44,4.3,703
2025-07-26,SKU_服_007,服装热卖商品7,服装,1699,5012,329,48,9775.68,0.0283,在售,251.0,203.66,4.2,2976
2025-07-26,SKU_服_008,服装热卖商品8,服装,1239,3573,220,20,2938.4,0.0161,在售,221.0,146.92,4.5,513
2025-07-26,SKU_服_009,服装热卖商品9,服装,693,1894,150,13,2559.57,0.0188,在售,263.0,196.89,4.5,4790
2025-07-26,SKU_服_010,服装热卖商品10,服装,1521,3335,216,46,7145.18,0.0302,在售,205.0,155.33,4.2,1558
2025-07-27,SKU_美_001,美妆热卖商品1,美妆,1488,4341,216,27,3419.01,0.0181,在售,157.0,126.63,4.4,4854
2025-07-27,SKU_美_002,美妆热卖商品2,美妆,686,1779,94,10,1457.6,0.0146,在售,218.0,145.76,4.9,314
2025-07-27,SKU_美_003,美妆热卖商品3,美妆,809,2039,171,20,3449.6,0.0247,在售,221.0,172.48,4.2,866
2025-07-27,SKU_美_004,美妆热卖商品4,美妆,689,1955,98,15,2151.9,0.0218,在售,208.0,143.46,4.6,2928
2025-07-27,SKU_美_005,美妆热卖商品5,美妆,932,2140,163,22,2080.1,0.0236,在售,144.0,94.55,4.3,2585
2025-07-27,SKU_美_006,美妆热卖商品6,美妆,828,2032,177,17,2449.19,0.0205,在售,199.0,144.07,4.3,3779
2025-07-27,SKU_美_007,美妆热卖商品7,美妆,2631,6764,367,57,8198.88,0.0217,在售,180.0,143.84,4.8,1088
2025-07-27,SKU_美_008,美妆热卖商品8,美妆,1100,2609,180,23,4436.93,0.0209,在售,227.0,192.91,4.7,1713
2025-07-27,SKU_美_009,美妆热卖商品9,美妆,2159,4728,360,60,9459.6,0.0278,在售,214.0,157.66,4.8,2418
2025-07-27,SKU_美_010,美妆热卖商品10,美妆,2447,7064,250,47,5444.01,0.0192,在售,160.0,115.83,4.3,969
2025-07-27,SKU_服_001,服装热卖商品1,服装,885,2282,176,26,4604.08,0.0294,在售,244.0,177.08,4.3,4990
2025-07-27,SKU_服_002,服装热卖商品2,服装,527,1485,101,13,1927.64,0.0247,在售,225.0,148.28,4.5,270
2025-07-27,SKU_服_003,服装热卖商品3,服装,943,2053,194,25,4777.0,0.0265,在售,227.0,191.08,4.2,4031
2025-07-27,SKU_服_004,服装热卖商品4,服装,1894,4206,195,35,6714.05,0.0185,在售,267.0,191.83,4.5,2826
2025-07-27,SKU_服_005,服装热卖商品5,服装,1513,3861,239,22,3593.92,0.0145,在售,208.0,163.36,4.7,2129
2025-07-27,SKU_服_006,服装热卖商品6,服装,1903,3860,246,47,8324.17,0.0247,在售,255.0,177.11,4.3,703
2025-07-27,SKU_服_007,服装热卖商品7,服装,1049,2224,192,24,4083.84,0.0229,在售,251.0,170.16,4.2,2976
2025-07-27,SKU_服_008,服装热卖商品8,服装,1092,2219,160,23,3603.64,0.0211,在售,221.0,156.68,4.5,513
2025-07-27,SKU_服_009,服装热卖商品9,服装,1580,4634,203,39,8082.75,0.0247,在售,263.0,207.25,4.5,4790
2025-07-27,SKU_服_010,服装热卖商品10,服装,1451,3740,311,42,6523.44,0.0289,在售,205.0,155.32,4.2,1558
2025-07-28,SKU_美_001,美妆热卖商品1,美妆,2101,5015,232,34,3993.64,0.0162,在售,157.0,117.46,4.4,4854
2025-07-28,SKU_美_002,美妆热卖商品2,美妆,1694,4720,304,38,6889.02,0.0224,在售,218.0,181.29,4.9,314
2025-07-28,SKU_美_003,美妆热卖商品3,美妆,1378,2816,173,32,5837.44,0.0232,在售,221.0,182.42,4.2,866
2025-07-28,SKU_美_004,美妆热卖商品4,美妆,2061,4604,423,49,7245.63,0.0238,在售,208.0,147.87,4.6,2928
2025-07-28,SKU_美_005,美妆热卖商品5,美妆,1087,2528,210,25,2788.0,0.023,在售,144.0,111.52,4.3,2585
2025-07-28,SKU_美_006,美妆热卖商品6,美妆,1053,2210,180,23,3804.2,0.0218,在售,199.0,165.4,4.3,3779
2025-07-28,SKU_美_007,美妆热卖商品7,美妆,1138,2398,231,29,4254.59,0.0255,在售,180.0,146.71,4.8,1088
2025-07-28,SKU_美_008,美妆热卖商品8,美妆,1249,3650,138,29,5357.75,0.0232,在售,227.0,184.75,4.7,1713
2025-07-28,SKU_美_009,美妆热卖商品9,美妆,998,2802,139,20,2861.4,0.02,在售,214.0,143.07,4.8,2418
2025-07-28,SKU_美_010,美妆热卖商品10,美妆,904,2358,91,22,2612.06,0.0243,在售,160.0,118.73,4.3,969
2025-07-28,SKU_服_001,服装热卖商品1,服装,682,1471,139,12,2211.6,0.0176,在售,244.0,184.3,4.3,4990
2025-07-28,SKU_服_002,服装热卖商品2,服装,1625,3804,239,28,5316.92,0.0172,在售,225.0,189.89,4.5,270
2025-07-28,SKU_服_003,服装热卖商品3,服装,1584,3672,163,43,7460.5,0.0271,在售,227.0,173.5,4.2,4031
2025-07-28,SKU_服_004,服装热卖商品4,服装,1371,3101,293,22,4293.52,0.016,在售,267.0,195.16,4.5,2826
2025-07-28,SKU_服_005,服装热卖商品5,服装,1486,3607,270,31,4224.37,0.0209,在售,208.0,136.27,4.7,2129
2025-07-28,SKU_服_006,服装热卖商品6,服装,654,1435,139,19,4046.81,0.0291,在售,255.0,212.99,4.3,703
2025-07-28,SKU_服_007,服装热卖商品7,服装,982,2879,107,26,4293.64,0.0265,在售,251.0,165.14,4.2,2976
2025-07-28,SKU_服_008,服装热卖商品8,服装,1143,3331,137,31,4474.85,0.0271,在售,221.0,144.35,4.5,513
2025-07-28,SKU_服_009,服装热卖商品9,服装,509,1021,111,11,2218.81,0.0216,在售,263.0,201.71,4.5,4790
2025-07-28,SKU_服_010,服装热卖商品10,服装,1592,4641,316,40,6590.8,0.0251,在售,205.0,164.77,4.2,1558
2025-07-29,SKU_美_001,美妆热卖商品1,美妆,1839,4608,361,46,5980.92,0.025,在售,157.0,130.02,4.4,4854
2025-07-29,SKU_美_002,美妆热卖商品2,美妆,683,1693,122,15,2288.4,0.022,在售,218.0,152.56,4.9,314
2025-07-29,SKU_美_003,美妆热卖商品3,美妆,1408,2996,251,26,3890.64,0.0185,在售,221.0,149.64,4.2,866
2025-07-29,SKU_美_004,美妆热卖商品4,美妆,1563,3224,209,30,4496.1,0.0192,在售,208.0,149.87,4.6,2928
2025-07-29,SKU_美_005,美妆热卖商品5,美妆,2090,5429,359,54,6296.94,0.0258,在售,144.0,116.61,4.3,2585
2025-07-29,SKU_美_006,美妆热卖商品6,美妆,1525,4008,232,33,5107.08,0.0216,在售,199.0,154.76,4.3,3779
2025-07-29,SKU_美_007,美妆热卖商品7,美妆,1748,4174,176,34,4642.36,0.0195,在售,180.0,136.54,4.8,1088
2025-07-29,SKU_美_008,美妆热卖商品8,美妆,792,2255,132,19,3398.91,0.024,在售,227.0,178.89,4.7,1713
2025-07-29,SKU_美_009,美妆热卖商品9,美妆,1299,2801,216,27,3802.14,0.0208,在售,214.0,140.82,4.8,2418
2025-07-29,SKU_美_010,美妆热卖商品10,美妆,1374,2766,278,35,3646.65,0.0255,在售,160.0,104.19,4.3,969
2025-07-29,SKU_服_001,服装热卖商品1,服装,1816,5356,365,44,7498.48,0.0242,在售,244.0,170.42,4.3,4990
2025-07-29,SKU_服_002,服装热卖商品2,服装,1292,3136,132,30,5512.2,0.0232,在售,225.0,183.74,4.5,270
2025-07-29,SKU_服_003,服装热卖商品3,服装,705,2052,132,17,3099.78,0.0241,在售,227.0,182.34,4.2,4031
2025-07-29,SKU_服_004,服装热卖商品4,服装,1816,4304,226,24,5273.04,0.0132,在售,267.0,219.71,4.5,2826
2025-07-29,SKU_服_005,服装热卖商品5,服装,926,2689,190,24,4144.56,0.0259,在售,208.0,172.69,4.7,2129
2025-07-29,SKU_服_006,服装热卖商品6,服装,1604,3608,180,40,7361.2,0.0249,在售,255.0,184.03,4.3,703
2025-07-29,SKU_服_007,服装热卖商品7,服装,1105,3225,158,33,6249.54,0.0299,在售,251.0,189.38,4.2,2976
2025-07-29,SKU_服_008,服装热卖商品8,服装,1673,3766,204,34,6210.44,0.0203,在售,221.0,182.66,4.5,513
2025-07-29,SKU_服_009,服装热卖商品9,服装,885,2444,111,23,4279.84,0.026,在售,263.0,186.08,4.5,4790
2025-07-29,SKU_服_010,服装热卖商品10,服装,1010,2357,116,29,4734.83,0.0287,在售,205.0,163.27,4.2,1558
2025-07-30,SKU_美_001,美妆热卖商品1,美妆,673,1351,68,13,1540.76,0.0193,在售,157.0,118.52,4.4,4854
2025-07-30,SKU_美_002,美妆热卖商品2,美妆,735,2147,75,19,3333.36,0.0259,在售,218.0,175.44,4.9,314
2025-07-30,SKU_美_003,美妆热卖商品3,美妆,710,1954,129,17,2759.78,0.0239,在售,221.0,162.34,4.2,866
2025-07-30,SKU_美_004,美妆热卖商品4,美妆,666,1762,92,14,2457.0,0.021,在售,208.0,175.5,4.6,2928
2025-07-30,SKU_美_005,美妆热卖商品5,美妆,1567,4081,261,32,3002.24,0.0204,在售,144.0,93.82,4.3,2585
2025-07-30,SKU_美_006,美妆热卖商品6,美妆,711,1716,83,17,2580.26,0.0239,在售,199.0,151.78,4.3,3779
2025-07-30,SKU_美_007,美妆热卖商品7,美妆,1055,2540,111,23,3497.38,0.0218,在售,180.0,152.06,4.8,1088
2025-07-30,SKU_美_008,美妆热卖商品8,美妆,932,2070,167,22,3353.46,0.0236,在售,227.0,152.43,4.7,1713
2025-07-30,SKU_美_009,美妆热卖商品9,美妆,853,2545,131,17,2883.2,0.0199,在售,214.0,169.6,4.8,2418
2025-07-30,SKU_美_010,美妆热卖商品10,美妆,2185,5637,289,54,6131.16,0.0247,在售,160.0,113.54,4.3,969
2025-07-30,SKU_服_001,服装热卖商品1,服装,985,2054,116,23,4262.36,0.0234,在售,244.0,185.32,4.3,4990
2025-07-30,SKU_服_002,服装热卖商品2,服装,1124,2868,138,37,5941.83,0.0329,在售,225.0,160.59,4.5,270
2025-07-30,SKU_服_003,服装热卖商品3,服装,1466,2950,148,34,5870.78,0.0232,在售,227.0,172.67,4.2,4031
2025-07-30,SKU_服_004,服装热卖商品4,服装,823,2242,91,21,4020.87,0.0255,在售,267.0,191.47,4.5,2826
2025-07-30,SKU_服_005,服装热卖商品5,服装,1447,3636,146,33,4893.24,0.0228,在售,208.0,148.28,4.7,2129
2025-07-30,SKU_服_006,服装热卖商品6,服装,1774,4652,209,47,8227.82,0.0265,在售,255.0,175.06,4.3,703
2025-07-30,SKU_服_007,服装热卖商品7,服装,678,1977,123,13,2138.89,0.0192,在售,251.0,164.53,4.2,2976
2025-07-30,SKU_服_008,服装热卖商品8,服装,937,2482,97,24,3906.96,0.0256,在售,221.0,162.79,4.5,513
2025-07-30,SKU_服_009,服装热卖商品9,服装,1699,3774,336,35,7384.3,0.0206,在售,263.0,210.98,4.5,4790
2025-07-30,SKU_服_010,服装热卖商品10,服装,1351,3970,191,37,6059.86,0.0274,在售,205.0,163.78,4.2,1558
2025-07-31,SKU_美_001,美妆热卖商品1,美妆,2157,5159,418,44,4971.12,0.0204,在售,157.0,112.98,4.4,4854
2025-07-31,SKU_美_002,美妆热卖商品2,美妆,2248,5181,255,48,8770.08,0.0214,在售,218.0,182.71,4.9,314
2025-07-31,SKU_美_003,美妆热卖商品3,美妆,740,1583,113,14,2541.56,0.0189,在售,221.0,181.54,4.2,866
2025-07-31,SKU_美_004,美妆热卖商品4,美妆,2361,5492,303,50,7440.5,0.0212,在售,208.0,148.81,4.6,2928
2025-07-31,SKU_美_005,美妆热卖商品5,美妆,2279,6790,265,44,4574.24,0.0193,在售,144.0,103.96,4.3,2585
2025-07-31,SKU_美_006,美妆热卖商品6,美妆,1564,4155,219,38,5170.28,0.0243,在售,199.0,136.06,4.3,3779
2025-07-31,SKU_美_007,美妆热卖商品7,美妆,1382,3814,303,28,4200.84,0.0203,在售,180.0,150.03,4.8,1088
2025-07-31,SKU_美_008,美妆热卖商品8,美妆,2171,5984,321,58,9859.42,0.0267,在售,227.0,169.99,4.7,1713
2025-07-31,SKU_美_009,美妆热卖商品9,美妆,2146,4466,308,54,9204.3,0.0252,在售,214.0,170.45,4.8,2418
2025-07-31,SKU_美_010,美妆热卖商品10,美妆,1499,3652,189,30,3625.5,0.02,在售,160.0,120.85,4.3,969
2025-07-31,SKU_服_001,服装热卖商品1,服装,657,1535,78,17,3463.07,0.0259,在售,244.0,203.71,4.3,4990
2025-07-31,SKU_服_002,服装热卖商品2,服装,698,1905,85,20,3321.8,0.0287,在售,225.0,166.09,4.5,270
2025-07-31,SKU_服_003,服装热卖商品3,服装,931,2572,126,26,4119.18,0.0279,在售,227.0,158.43,4.2,4031
2025-07-31,SKU_服_004,服装热卖商品4,服装,791,2090,114,21,4715.13,0.0265,在售,267.0,224.53,4.5,2826
2025-07-31,SKU_服_005,服装热卖商品5,服装,914,1828,157,21,3528.21,0.023,在售,208.0,168.01,4.7,2129
2025-07-31,SKU_服_006,服装热卖商品6,服装,1063,2627,152,23,4488.45,0.0216,在售,255.0,195.15,4.3,703
2025-07-31,SKU_服_007,服装热卖商品7,服装,1398,3209,228,35,6092.1,0.025,在售,251.0,174.06,4.2,2976
2025-07-31,SKU_服_008,服装热卖商品8,服装,1495,3823,156,35,6470.1,0.0234,在售,221.0,184.86,4.5,513
2025-07-31,SKU_服_009,服装热卖商品9,服装,527,1293,104,12,2516.04,0.0228,在售,263.0,209.67,4.5,4790
2025-07-31,SKU_服_010,服装热卖商品10,服装,517,1041,112,12,2067.84,0.0232,在售,205.0,172.32,4.2,1558
2025-08-01,SKU_美_001,美妆热卖商品1,美妆,1390,3906,188,33,3887.07,0.0237,在售,157.0,117.79,4.4,4854
2025-08-01,SKU_美_002,美妆热卖商品2,美妆,1193,3496,164,33,5174.4,0.0277,在售,218.0,156.8,4.9,314
2025-08-01,SKU_美_003,美妆热卖商品3,美妆,715,1561,135,16,2667.2,0.0224,在售,221.0,166.7,4.2,866
2025-08-01,SKU_美_004,美妆热卖商品4,美妆,1316,3581,154,22,3442.56,0.0167,在售,208.0,156.48,4.6,2928
2025-08-01,SKU_美_005,美妆热卖商品5,美妆,2367,6449,487,48,5151.36,0.0203,在售,144.0,107.32,4.3,2585
2025-08-01,SKU_美_006,美妆热卖商品6,美妆,1824,3711,309,31,4996.27,0.017,在售,199.0,161.17,4.3,3779
2025-08-01,SKU_美_007,美妆热卖商品7,美妆,1516,3675,305,28,4270.84,0.0185,在售,180.0,152.53,4.8,1088
2025-08-01,SKU_美_008,美妆热卖商品8,美妆,1331,2836,276,31,4629.23,0.0233,在售,227.0,149.33,4.7,1713
2025-08-01,SKU_美_009,美妆热卖商品9,美妆,749,1539,120,13,2071.94,0.0174,在售,214.0,159.38,4.8,2418
2025-08-01,SKU_美_010,美妆热卖商品10,美妆,2184,5233,245,57,7379.79,0.0261,在售,160.0,129.47,4.3,969
2025-08-01,SKU_服_001,服装热卖商品1,服装,1172,2654,166,28,5311.88,0.0239,在售,244.0,189.71,4.3,4990
2025-08-01,SKU_服_002,服装热卖商品2,服装,1184,2707,221,30,4521.0,0.0253,在售,225.0,150.7,4.5,270
2025-08-01,SKU_服_003,服装热卖商品3,服装,1047,3093,160,29,5218.84,0.0277,在售,227.0,179.96,4.2,4031
2025-08-01,SKU_服_004,服装热卖商品4,服装,1157,2573,226,18,3352.32,0.0156,在售,267.0,186.24,4.5,2826
2025-08-01,SKU_服_005,服装热卖商品5,服装,475,1355,69,12,1695.12,0.0253,在售,208.0,141.26,4.7,2129
2025-08-01,SKU_服_006,服装热卖商品6,服装,659,1883,132,19,3915.71,0.0288,在售,255.0,206.09,4.3,703
2025-08-01,SKU_服_007,服装热卖商品7,服装,1504,3550,262,35,6303.85,0.0233,在售,251.0,180.11,4.2,2976
